sample,old_gross_bps,old_cost_bps,old_net_bps,new_gross_bps,new_bidask_cost_bps,new_bidask_net_bps,turnover
test,-82.08319953360581,6.94977777611983,-89.03297730972562,-82.08319953360581,33.15875332109155,-115.24195285469736,2.0
train,117.72629354772816,30.796727371815063,86.92956617591311,117.72629354772816,158.4636282601773,-40.737334712449105,6.0
