stock,spread_type,beta,policy,wait_min,latency_min,entry_z,exit_z,min_edge_bps,val_trades,val_gross_bps,val_cost_bps,val_net_bps,test_trades,test_gross_bps,test_cost_bps,test_net_bps,test_avg_net_per_trade_bps,val_cost_share,score,decision,reason,oos_decision,final_policy
INTC,direct_log_price,1.6029328722293295,taker,1,0,1.5,0.5,0.0,19,3187.8135398671293,304.687602188058,2883.1259376790713,27,-2644.7722146723086,608.6597254179046,-3253.431940090213,-120.49747926260049,0.09557886569512394,2806.954037132057,validation_candidate,passes validation execution gate,reject_after_oos_audit,no_trade
