threshold_pred_bps,train_gross_bps,train_cost_bps,train_net_bps,train_trades,train_avg_abs_position,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,validation_avg_abs_position,test_gross_bps,test_cost_bps,test_net_bps,test_trades,test_avg_abs_position
0.5,-28.739622248510344,317.643693547078,-346.38331579558826,332,0.002427600388416062,27.05405179853848,17.868879966872726,9.18517183166575,36,0.002544529262086514,-62.78328548778411,70.50414534841414,-133.28743083619827,26,0.0008118403796915007
1.0,6.136117151829268,229.87120688427527,-223.735089732446,202,0.001485120237619238,27.05405179853848,17.868879966872726,9.18517183166575,36,0.002544529262086514,-62.78328548778411,70.50414534841414,-133.28743083619827,26,0.0008118403796915007
1.5,27.422006384503206,92.68400330915381,-65.26199692465062,80,0.000585480093676815,27.05405179853848,17.868879966872726,9.18517183166575,36,0.002544529262086514,-62.78328548778411,70.50414534841414,-133.28743083619827,26,0.0008118403796915007
2.0,4.836886048344979,46.03270880810069,-41.19582275975572,24,0.00018564002970240475,0.6297839582547482,8.26355771300371,-7.633773754748966,16,0.0011309018942606728,-63.18860862856823,46.13429672333692,-109.32290535190515,12,0.0003746955598576157
3.0,0.9245305702698658,0.9245391191468758,-8.548877009873185e-06,2,1.4280002284800366e-05,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
