subset,k,betas,sum_beta,train_adf_p,train_half_life_minutes,train_std_bps,train_avg_oneway_cost_bps,score
NVDA AVGO AMD ORCL,4,NVDA:0.2351 AVGO:0.0723 AMD:0.0766 ORCL:0.0626,0.44664525088435253,0.0879695659679795,1251.244626602867,121.56137918418813,3.828087239850159,0.7901536240664161
NVDA MSFT AVGO AMD ORCL,5,NVDA:0.2301 MSFT:0.0563 AVGO:0.0702 AMD:0.0746 ORCL:0.0604,0.49160657328985474,0.10731288348548362,1285.822632031992,121.2139582349732,4.136404710670474,0.8329522937148892
NVDA AVGO AMD PLTR ORCL,5,NVDA:0.2063 AVGO:0.0636 AMD:0.0672 PLTR:0.0789 ORCL:0.0545,0.47043380063533385,0.12501604868492588,1341.9804955639843,120.2326751667576,3.9261086081740917,0.8745284686303998
NVDA AAPL AVGO AMD ORCL,5,NVDA:0.2275 AAPL:0.0781 AVGO:0.0699 AMD:0.0736 ORCL:0.0609,0.5099949146513548,0.13924421506946738,1314.2398355189262,122.25989324223463,4.074276212487738,0.8778496570786852
AVGO AMD PLTR ORCL,4,AVGO:0.0899 AMD:0.0967 PLTR:0.1079 ORCL:0.0697,0.3641987790799023,0.15432836898668184,1583.3639482358626,142.63530557432802,4.144107043106072,1.0288924839667346
NVDA AMD ORCL,3,NVDA:0.2561 AMD:0.0833 ORCL:0.0686,0.4080883423411229,0.1432373506936555,1725.7303873514709,146.33729802786453,3.3567919937078528,1.073238384243548
NVDA AVGO PLTR ORCL,4,NVDA:0.2312 AVGO:0.0707 PLTR:0.0869 ORCL:0.0594,0.4480941096694407,0.22536642313522115,1594.4970466092184,131.71321439355125,3.6733426961584668,1.0960818003629997
AAPL AVGO AMD PLTR ORCL,5,AAPL:0.0853 AVGO:0.0866 AMD:0.0928 PLTR:0.1037 ORCL:0.0677,0.43617834469268935,0.2328360234772936,1656.879763811172,142.95144942081026,4.401544509817893,1.1493067955792373
NVDA MSFT AMD ORCL,4,NVDA:0.2502 MSFT:0.0599 AMD:0.0810 ORCL:0.0661,0.4571724175225618,0.17013583013371586,1820.5855942005262,147.44187286925253,3.699931221883019,1.1544272516716394
MSFT AVGO AMD PLTR ORCL,5,MSFT:0.0606 AVGO:0.0873 AMD:0.0942 PLTR:0.1047 ORCL:0.0673,0.4141340375718279,0.23741627343226585,1673.9593758267874,143.88624346961316,4.468267628894803,1.1637613139235556
AVGO AMD ORCL,3,AVGO:0.1079 AMD:0.1162 ORCL:0.0845,0.3084994289134137,0.13311162030900076,1974.5914806949538,172.5299268755876,4.046705452420839,1.2013414697048945
NVDA AVGO ORCL,3,NVDA:0.2673 AVGO:0.0816 ORCL:0.0692,0.41803162539437067,0.2180449157040406,1843.1508427572967,148.6672412603541,3.5243698037771303,1.2101077331582315
AAPL AVGO AMD ORCL,4,AAPL:0.0957 AVGO:0.1034 AMD:0.1110 ORCL:0.0816,0.3916430452140676,0.16747757341712227,1966.3530646431473,168.54765228144865,4.339668007937466,1.2374474658974453
NVDA AAPL AMD ORCL,4,NVDA:0.2474 AAPL:0.0814 AMD:0.0800 ORCL:0.0667,0.47554257566737074,0.22392160065015926,1901.5307877074938,150.70320820176133,3.630363045839968,1.2472942554207056
NVDA MSFT AVGO PLTR ORCL,5,NVDA:0.2266 MSFT:0.0541 AVGO:0.0687 PLTR:0.0844 ORCL:0.0574,0.49120480701695785,0.31770591931153913,1707.07351981477,134.2762763198894,3.9732714393022786,1.2507081080049698
MSFT AVGO AMD ORCL,4,MSFT:0.0706 AVGO:0.1042 AMD:0.1126 ORCL:0.0811,0.36855409206869527,0.1962401813188805,1983.2056926035864,168.66084677083686,4.427532716847894,1.2763936819576316
NVDA AVGO AMD AMAT ORCL,5,NVDA:0.2237 AVGO:0.0674 AMD:0.0714 AMAT:0.0634 ORCL:0.0603,0.4861166202299831,0.3204804512126843,1775.6025692275607,139.95366200487584,4.432542219406039,1.2969325802145855
NVDA AMD PLTR ORCL,4,NVDA:0.2226 AMD:0.0724 PLTR:0.0844 ORCL:0.0592,0.4385305609226783,0.2267326013755564,2002.898297613562,149.47276217646117,3.522787988450892,1.2986375099513552
NVDA AVGO AMD,3,NVDA:0.2478 AVGO:0.0782 AMD:0.0813,0.4072899627168408,0.21800408211112288,2035.121782751189,155.90125915526477,3.4531599064842755,1.3046281716164028
NVDA AAPL AVGO PLTR ORCL,5,NVDA:0.2237 AAPL:0.0768 AVGO:0.0683 PLTR:0.0838 ORCL:0.0578,0.5104085211995634,0.36221373822172354,1736.863336565483,134.52117901709215,3.921643487718624,1.3090782762588378
NVDA MSFT AVGO ORCL,4,NVDA:0.2610 MSFT:0.0609 AVGO:0.0790 ORCL:0.0666,0.4674886917244945,0.29940106593970756,1891.0092138153398,147.81607397338848,3.866530798534462,1.3222362888180668
AAPL MSFT AVGO AMD ORCL,5,AAPL:0.0921 MSFT:0.0661 AVGO:0.1002 AMD:0.1079 ORCL:0.0786,0.4447641511449128,0.24264172993396882,1976.243989347093,164.95770813753202,4.685357474457943,1.3244708740966742
NVDA AAPL MSFT AMD ORCL,5,NVDA:0.2421 AAPL:0.0786 MSFT:0.0564 AMD:0.0779 ORCL:0.0644,0.5194504922944151,0.31571915858823363,1987.829558908914,151.22026669171808,3.944153122089907,1.3885170004844887
NVDA AAPL AVGO ORCL,4,NVDA:0.2578 AAPL:0.0836 AVGO:0.0786 ORCL:0.0671,0.48703077510756076,0.3776329694702585,1930.310168596964,148.85259306893815,3.8004539777723276,1.4187971333241873
NVDA MSFT AVGO AMD,4,NVDA:0.2420 MSFT:0.0598 AVGO:0.0757 AMD:0.0790,0.456571498755977,0.30501665064485406,2128.011413083149,156.55507240977644,3.794994228258545,1.4449222417515994
NVDA MSFT AMD PLTR ORCL,5,NVDA:0.2182 MSFT:0.0535 AMD:0.0706 PLTR:0.0820 ORCL:0.0572,0.48147631898160326,0.3127423984380484,2139.808533574979,152.12939364241976,3.824345328954945,1.4591335718046368
NVDA AAPL MSFT AVGO ORCL,5,NVDA:0.2522 AAPL:0.0807 MSFT:0.0573 AVGO:0.0762 ORCL:0.0648,0.5311555091134137,0.41930318756054574,1974.972845345525,147.86357425275756,4.112698327381735,1.489043576780943
AMD ORCL,2,AMD:0.1322 ORCL:0.0969,0.22908484255833472,0.1445385926061999,2611.0595713608677,208.27793818726107,3.342057390871785,1.5169095261040697
NVDA AAPL AVGO AMD,4,NVDA:0.2395 AAPL:0.0803 AVGO:0.0755 AMD:0.0781,0.4735238560584953,0.32524718324995716,2272.130495862625,161.41561607712853,3.7166001067637966,1.5356444333165458
AMD PLTR ORCL,3,AMD:0.1077 PLTR:0.1193 ORCL:0.0783,0.3052619686371511,0.2535367369682615,2476.164308518012,184.03057219301257,3.5794286405112983,1.5632074640374936
NVDA AAPL AMD PLTR ORCL,5,NVDA:0.2157 AAPL:0.0751 AMD:0.0697 PLTR:0.0814 ORCL:0.0577,0.4996920972415365,0.39234609097974177,2205.0762909582636,153.88539571450002,3.769351334527023,1.5702712631494142
NVDA AVGO AMD PLTR,4,NVDA:0.2154 AVGO:0.0681 AMD:0.0707 PLTR:0.0838,0.4379680060721671,0.3607990268848924,2377.1117660136847,160.56844863261244,3.608835326294073,1.6215316164176161
NVDA AVGO AMD LRCX ORCL,5,NVDA:0.2170 AVGO:0.0645 AMD:0.0672 LRCX:0.0837 ORCL:0.0586,0.4910051638751022,0.45428365292366113,2187.063971338034,153.87657854040495,4.218306607470416,1.6321817707420865
AAPL AMD ORCL,3,AAPL:0.1033 AMD:0.1259 ORCL:0.0932,0.32235432973878386,0.19604072935058403,2754.898931121265,209.22379392854424,3.689572087346735,1.6472816366581513
MSFT AMD ORCL,3,MSFT:0.0781 AMD:0.1277 ORCL:0.0928,0.29854401482586485,0.2241671773987201,2719.404878761626,206.19379842889575,3.7900380807729666,1.6596703783949924
NVDA AAPL MSFT AVGO AMD,5,NVDA:0.2344 AAPL:0.0775 MSFT:0.0564 AVGO:0.0733 AMD:0.0761,0.5177074648087381,0.4204449536192131,2354.9158079570993,161.44370075282657,4.029886464692287,1.6785005868916087
NVDA PLTR ORCL,3,NVDA:0.2516 PLTR:0.0937 ORCL:0.0650,0.4103781352813044,0.37662845289797015,2526.558947937295,168.15997060261063,3.1991101699154285,1.7038901302649265
AVGO PLTR ORCL,3,AVGO:0.1055 PLTR:0.1254 ORCL:0.0799,0.3107745373783134,0.423651090177301,2458.143839233778,176.94538700695057,3.800114495300124,1.7287252997001925
NVDA ORCL,2,NVDA:0.2945 ORCL:0.0767,0.3711925661818808,0.37868989287633037,2630.8528012145057,181.52211778123126,2.9564471896524323,1.753245237276632
MSFT AMD PLTR ORCL,4,MSFT:0.0658 AMD:0.1047 PLTR:0.1155 ORCL:0.0754,0.36132313637086433,0.3554176828287615,2650.1318989701467,186.0828305310876,3.9490743159536366,1.7594651186329076
AVGO AMD AMAT ORCL,4,AVGO:0.0986 AMD:0.1063 AMAT:0.0877 ORCL:0.0799,0.37239219908670157,0.46071303394244834,2410.0080692996394,178.42877796138634,4.8682269446080255,1.7630816074844284
AAPL AMD PLTR ORCL,4,AAPL:0.0905 AMD:0.1032 PLTR:0.1144 ORCL:0.0758,0.3838719880344519,0.3476762461156699,2682.3093650759697,187.5749635448588,3.874212905492623,1.7663151867635074
AVGO AMD,2,AVGO:0.1186 AMD:0.1255,0.24415746994278498,0.28633708217602116,2824.9090864889854,206.5990975665203,3.5473536867540103,1.7697386991555941
NVDA MSFT AVGO AMD PLTR,5,NVDA:0.2112 MSFT:0.0534 AVGO:0.0662 AMD:0.0689 PLTR:0.0814,0.4810862212210196,0.4473740173101535,2506.33120877947,162.49260865986358,3.9095590321195086,1.7787308023422788
AAPL MSFT AMD ORCL,4,AAPL:0.0990 MSFT:0.0730 AMD:0.1219 ORCL:0.0895,0.38342889118881684,0.2861390578429629,2856.4819044790424,206.91047024673844,4.093920961073567,1.7962584293039554
NVDA MSFT ORCL,3,NVDA:0.2868 MSFT:0.0655 ORCL:0.0737,0.42596811279516433,0.4082616069105952,2753.945695826619,181.7005650012133,3.3437196023191333,1.8521088468702873
NVDA AVGO AMAT ORCL,4,NVDA:0.2517 AVGO:0.0752 AMAT:0.0723 ORCL:0.0661,0.46531354632340616,0.553580287349626,2447.40168724007,164.13549538629724,4.237938288598987,1.8620398967416407
NVDA AMD AMAT ORCL,4,NVDA:0.2420 AMD:0.0771 AMAT:0.0696 ORCL:0.0657,0.45435123695874324,0.4522128245169149,2669.812804469129,174.2670306516796,4.056230612191831,1.8682438389953162
NVDA AAPL AVGO AMD PLTR,5,NVDA:0.2089 AAPL:0.0742 AVGO:0.0660 AMD:0.0681 PLTR:0.0809,0.49808481408983846,0.4864739157686867,2634.5505776909113,165.65407087103696,3.846799959274657,1.8806852037996356
AVGO AMD PLTR,3,AVGO:0.0973 AMD:0.1028 PLTR:0.1159,0.3160613871642747,0.41769248075074394,2777.1923156920443,188.5101738180093,3.7456793619807827,1.8812022258363816
AAPL AVGO AMD AMAT ORCL,5,AAPL:0.0909 AVGO:0.0948 AMD:0.1018 AMAT:0.0837 ORCL:0.0773,0.4484934939603304,0.5475071375918047,2469.1645052221015,176.62155614413055,5.109413118308236,1.8842776525690201
NVDA MSFT PLTR ORCL,4,NVDA:0.2462 MSFT:0.0575 PLTR:0.0909 ORCL:0.0628,0.45734140139465757,0.47458850904118705,2701.5797183514314,170.91611891975933,3.5321850321909496,1.8960220688607217
AAPL AVGO PLTR ORCL,4,AAPL:0.0940 AVGO:0.1012 PLTR:0.1200 ORCL:0.0772,0.39242405762002247,0.5324154507926911,2570.245752745559,176.6335441365583,4.098897828178586,1.8995162837290422
MSFT AVGO PLTR ORCL,4,MSFT:0.0676 AVGO:0.1022 PLTR:0.1213 ORCL:0.0769,0.36800764358668026,0.5290867697039906,2594.661839825715,177.76072984177833,4.171569654008071,1.9098490826970096
NVDA AVGO MU AMD ORCL,5,NVDA:0.2123 AVGO:0.0628 MU:0.0742 AMD:0.0660 ORCL:0.0574,0.4727067695987437,0.5388540766482993,2622.139197562633,166.3899210244862,4.1048351398367915,1.9320203782263516
MSFT AVGO AMD,3,MSFT:0.0765 AVGO:0.1142 AMD:0.1213,0.3119751789721622,0.3898822506414702,2925.266176095053,204.4695574906885,3.981294014886407,1.9321412189867249
AVGO AMD PLTR AMAT ORCL,5,AVGO:0.0826 AMD:0.0889 PLTR:0.1028 AMAT:0.0770 ORCL:0.0664,0.41766863069795995,0.5825537845404896,2533.1505478194704,171.41526169453635,4.860917838791433,1.9463474152260534
NVDA AVGO,2,NVDA:0.2836 AVGO:0.0888,0.37232001096823547,0.4301862803080053,2912.034902945999,186.28796867000295,3.0867726769087453,1.9479391853191796
AAPL MSFT AMD PLTR ORCL,5,AAPL:0.0873 MSFT:0.0617 AMD:0.1005 PLTR:0.1110 ORCL:0.0732,0.43370422040143525,0.4533661197622682,2844.061188660406,188.9110230273241,4.210724321189492,1.9596112005162611
AVGO AMD LRCX ORCL,4,AVGO:0.0936 AMD:0.0994 LRCX:0.1128 ORCL:0.0768,0.38261306798718003,0.5256238803192316,2688.318325802074,185.00881560307656,4.549577413236301,1.9607745914849948
AAPL AVGO AMD,3,AAPL:0.1000 AVGO:0.1136 AMD:0.1198,0.33336636906729655,0.37083252368695196,3041.2276369040146,209.49872350064484,3.871479824515534,1.9688759386292698
MSFT AVGO AMD AMAT ORCL,5,MSFT:0.0673 AVGO:0.0953 AMD:0.1031 AMAT:0.0855 ORCL:0.0768,0.4280648090111595,0.5790392213609112,2574.180414471266,180.3591697077316,5.210791267591283,1.97034525394837
NVDA AAPL ORCL,3,NVDA:0.2834 AAPL:0.0880 ORCL:0.0743,0.44562358618827214,0.48015028109757174,2851.2844035038456,184.82892821609798,3.269093202771748,1.9711743469049294
NVDA AVGO PLTR AMAT ORCL,5,NVDA:0.2185 AVGO:0.0653 PLTR:0.0834 AMAT:0.0657 ORCL:0.0569,0.48983234363354067,0.6118974967604255,2583.476758804824,162.0581222305686,4.315330357774028,1.989942483318318
NVDA AVGO PLTR,3,NVDA:0.2426 AVGO:0.0760 PLTR:0.0927,0.4113120390039701,0.5036649974138138,2880.733324326534,176.41445105342058,3.31195129077159,2.0102706853925127
NVDA AVGO LRCX ORCL,4,NVDA:0.2421 AVGO:0.0713 LRCX:0.0954 ORCL:0.0637,0.472579837264246,0.6112345791318305,2653.964977464227,169.94383188466466,4.011459010287377,2.0184462480696914
NVDA AMD,2,NVDA:0.2720 AMD:0.0891,0.3611228496838187,0.3437319400873792,3239.9765301167236,201.40581641861274,2.899988535331835,2.021719975852378
NVDA AAPL PLTR ORCL,4,NVDA:0.2432 AAPL:0.0800 PLTR:0.0902 ORCL:0.0632,0.47663850720651724,0.5696775656346356,2788.460852562695,172.84141925448034,3.474511929715026,2.0333982305102833
NVDA AAPL AVGO AMAT ORCL,5,NVDA:0.2433 AAPL:0.0802 AVGO:0.0725 AMAT:0.0693 ORCL:0.0642,0.5294880036769136,0.664555437859284,2588.2590220140937,164.87831926511598,4.472632763563308,2.048137604137597
NVDA MSFT AVGO AMAT ORCL,5,NVDA:0.2460 MSFT:0.0586 AVGO:0.0728 AMAT:0.0707 ORCL:0.0637,0.5118589108558255,0.6462452878565668,2622.3874920428307,167.12345123869903,4.551249441235739,2.048464022702697
MSFT AVGO AMD PLTR,4,MSFT:0.0647 AVGO:0.0943 AMD:0.1000 PLTR:0.1122,0.37116563561442883,0.5129082909263384,2937.7215120102223,189.86518848147728,4.106572863852316,2.063900504208496
NVDA AAPL MSFT ORCL,4,NVDA:0.2766 AAPL:0.0847 MSFT:0.0615 ORCL:0.0715,0.4943279702498567,0.510454790468357,2965.0641046727787,184.51039903127082,3.621332559431181,2.06541349399337
AAPL MSFT AVGO PLTR ORCL,5,AAPL:0.0906 MSFT:0.0633 AVGO:0.0983 PLTR:0.1164 ORCL:0.0745,0.4431026893687612,0.6283285320080214,2699.2110456499317,177.10664038002355,4.436093754285577,2.066655929918699
AAPL AVGO AMD LRCX ORCL,5,AAPL:0.0882 AVGO:0.0901 AMD:0.0954 LRCX:0.1080 ORCL:0.0744,0.45616802881634877,0.6089470516317119,2742.5118232718983,182.52112285702313,4.798559696805186,2.0761741572037646
NVDA MSFT AMD AMAT ORCL,5,NVDA:0.2366 MSFT:0.0578 AMD:0.0750 AMAT:0.0680 ORCL:0.0633,0.5006646484103395,0.5544942498336922,2873.8891874081287,177.715082839479,4.371579017074905,2.0788704238792546
NVDA MSFT AVGO,3,NVDA:0.2762 MSFT:0.0652 AVGO:0.0857,0.4270484569433788,0.5256220070618953,3030.533977632465,186.21900277738743,3.470178178249307,2.110292559443114
NVDA AAPL AMD AMAT ORCL,5,NVDA:0.2342 AAPL:0.0783 AMD:0.0741 AMAT:0.0668 ORCL:0.0639,0.5173071269467865,0.6008227565530637,2876.2939736638928,177.20176191267024,4.290666124784173,2.1247830658806937
AAPL AVGO AMD PLTR,4,AAPL:0.0881 AVGO:0.0937 AMD:0.0987 PLTR:0.1114,0.3918164701240765,0.5238405675981156,3043.695259918543,193.04409434403644,4.023385480740877,2.1261559071722047
AAPL MSFT AVGO AMD,4,AAPL:0.0959 MSFT:0.0716 AVGO:0.1097 AMD:0.1160,0.39324600535950044,0.47753079338607424,3133.61321796444,207.014219171045,4.264691249759309,2.1296312273634803
MSFT AVGO AMD LRCX ORCL,5,MSFT:0.0655 AVGO:0.0905 AMD:0.0965 LRCX:0.1102 ORCL:0.0739,0.43666650794480344,0.6209964375087175,2853.6386574188814,186.97468390070432,4.891581557127449,2.1456473973607073
NVDA AAPL MSFT PLTR ORCL,5,NVDA:0.2383 AAPL:0.0774 MSFT:0.0542 PLTR:0.0877 ORCL:0.0612,0.5186856117644214,0.6016170009218643,2950.242341777613,174.815983527984,3.779137472555543,2.1523209212617815
NVDA MSFT AVGO LRCX ORCL,5,NVDA:0.2367 MSFT:0.0572 AVGO:0.0691 LRCX:0.0935 ORCL:0.0614,0.5179305383853217,0.6641546113520096,2828.6611953273023,172.97956047836777,4.3229276941702475,2.1649437628990653
NVDA AVGO AMD INTC ORCL,5,NVDA:0.2088 AVGO:0.0645 AMD:0.0620 INTC:0.0955 ORCL:0.0564,0.4872971244017782,0.5880814814949372,3025.946723146397,174.97592301701397,3.838562844630139,2.1778260999607384
NVDA MSFT AVGO PLTR,4,NVDA:0.2373 MSFT:0.0573 AVGO:0.0737 PLTR:0.0899,0.45827752568657565,0.5855208492553129,3045.534836882487,178.50790753919634,3.6424305714888394,2.181136879126333
NVDA AVGO AMD AMAT,4,NVDA:0.2353 AVGO:0.0728 AMD:0.0756 AMAT:0.0663,0.45003984514857126,0.5616487558049408,3101.409131472466,185.2355280141014,4.099213154996928,2.1943375846411124
NVDA AAPL AVGO LRCX ORCL,5,NVDA:0.2342 AAPL:0.0780 AVGO:0.0689 LRCX:0.0917 ORCL:0.0620,0.5348548625777796,0.7138628905380754,2790.9639679593506,170.01343285948053,4.250144224104392,2.1943477589998386
NVDA MSFT AMD,3,NVDA:0.2650 MSFT:0.0642 AMD:0.0864,0.41554391732143003,0.4366390212593493,3393.845068059475,201.79045762536063,3.285474633136569,2.1992710479518185
NVDA AVGO PLTR LRCX ORCL,5,NVDA:0.2110 AVGO:0.0622 PLTR:0.0807 LRCX:0.0864 ORCL:0.0551,0.49532181794884206,0.6313891562762767,3007.2815499116437,174.73108608270948,4.103605026553823,2.217102031763175
NVDA AAPL AVGO,3,NVDA:0.2732 AAPL:0.0864 AVGO:0.0854,0.4450662669518467,0.5471822507848558,3211.8157591445815,191.0851288514786,3.385634379600477,2.220802817949156
NVDA AMD LRCX ORCL,4,NVDA:0.2339 AMD:0.0723 LRCX:0.0911 ORCL:0.0636,0.46089374073739153,0.5803290679651877,3161.718959108003,187.3494401735635,3.836932642126345,2.237927200361716
AVGO AMD PLTR LRCX ORCL,5,AVGO:0.0788 AMD:0.0836 PLTR:0.0993 LRCX:0.0989 ORCL:0.0642,0.4247754741073887,0.6300117854296609,3062.594021300423,186.69785041361456,4.577474468690939,2.252858285453691
NVDA AMD PLTR AMAT ORCL,5,NVDA:0.2109 AMD:0.0671 PLTR:0.0812 AMAT:0.0635 ORCL:0.0568,0.4795910695453818,0.5914300052157,3237.2885541680816,183.49293660407605,4.154554634799907,2.2931653749957386
AAPL MSFT AVGO AMD PLTR,5,AAPL:0.0850 MSFT:0.0608 AVGO:0.0910 AMD:0.0961 PLTR:0.1081,0.4409580204664588,0.6126181153603585,3191.56052077283,193.68918852560842,4.352947926508497,2.2954573342769433
NVDA AAPL AVGO PLTR,4,NVDA:0.2346 AAPL:0.0788 AVGO:0.0734 PLTR:0.0893,0.4761976184105108,0.6262119507642561,3210.072498880312,181.94173226064922,3.5761553439801035,2.302771307084014
NVDA AVGO MU ORCL,4,NVDA:0.2364 AVGO:0.0694 MU:0.0841 ORCL:0.0622,0.4520100078236101,0.6772816699600588,3132.025334329927,181.57345862434843,3.885166563650603,2.3209976683980345
NVDA AAPL MSFT AVGO,4,NVDA:0.2666 AAPL:0.0832 MSFT:0.0613 AVGO:0.0827,0.4938579701319633,0.6303262120312136,3319.005829739106,190.43759987433017,3.735267462178145,2.364534476144329
NVDA MSFT AVGO AMD AMAT,5,NVDA:0.2300 MSFT:0.0580 AVGO:0.0705 AMD:0.0735 AMAT:0.0648,0.4968157476476546,0.6441866143129732,3295.6973061397402,187.85838632881516,4.415893612846305,2.3803531396397695
NVDA AAPL AMD,3,NVDA:0.2625 AAPL:0.0842 AMD:0.0855,0.43224192275186957,0.5141942184578836,3605.0731670573864,208.10869802185573,3.1962170334809064,2.380655142656195
NVDA MSFT AMD LRCX ORCL,5,NVDA:0.2287 MSFT:0.0566 AMD:0.0704 LRCX:0.0892 ORCL:0.0613,0.5061791272222361,0.6536557926787352,3359.583274687822,190.2482061624492,4.1512282662362745,2.416471995347372
NVDA AMD PLTR,3,NVDA:0.2338 AMD:0.0766 PLTR:0.0901,0.400560971749947,0.49733785085447235,3718.801792485882,204.0576667646743,3.1445733686406574,2.419630214470226
NVDA AAPL AMD LRCX ORCL,5,NVDA:0.2266 AAPL:0.0765 AMD:0.0696 LRCX:0.0876 ORCL:0.0619,0.5222163275003375,0.6655618881852324,3354.633473290461,188.8436245218904,4.075557112074696,2.424389767071957
NVDA AAPL AVGO AMD AMAT,5,NVDA:0.2279 AAPL:0.0775 AVGO:0.0704 AMD:0.0728 AMAT:0.0636,0.5121993763282622,0.6560402868135005,3376.901512381612,189.1003402815301,4.327208906901978,2.431035221142346
AVGO MU AMD ORCL,4,AVGO:0.0902 MU:0.1011 AMD:0.0965 ORCL:0.0744,0.36228829718627753,0.662339087365903,3382.3982930467328,201.4502885925943,4.394716334106047,2.44143256057139
NVDA AAPL MSFT AVGO PLTR,5,NVDA:0.2300 AAPL:0.0762 MSFT:0.0541 AVGO:0.0714 PLTR:0.0868,0.5183441792604688,0.6936579395478244,3360.522645640143,183.26312709153945,3.8790980769538943,2.4515012239069742
NVDA AVGO MU PLTR ORCL,5,NVDA:0.2072 AVGO:0.0608 MU:0.0748 PLTR:0.0785 ORCL:0.0541,0.4754198994677865,0.7004609849783501,3379.0981771554643,183.15982470536952,3.979996825040688,2.469610010056896
NVDA MSFT AVGO MU ORCL,5,NVDA:0.2310 MSFT:0.0573 AVGO:0.0671 MU:0.0826 ORCL:0.0600,0.4979523192764027,0.7395306974336874,3293.6339911326127,183.68474466112028,4.200793217564678,2.470363557351287
NVDA AAPL MSFT AMD,4,NVDA:0.2563 AAPL:0.0811 MSFT:0.0605 AMD:0.0831,0.4808949359760345,0.5319267728004594,3744.3748811207156,207.7352185076487,3.5485248241053253,2.475084709842924
AVGO ORCL,2,AVGO:0.1309 ORCL:0.1001,0.23095238313089006,0.4811442345534098,3904.811936250492,242.87152902557858,3.599883654568301,2.505547875770022
NVDA AAPL AVGO MU ORCL,5,NVDA:0.2283 AAPL:0.0787 AVGO:0.0669 MU:0.0816 ORCL:0.0605,0.5159773783097896,0.779722627809568,3357.4312864367325,182.8699777975975,4.134465050586756,2.5411275720396698
AMD AMAT ORCL,3,AMD:0.1193 AMAT:0.1002 ORCL:0.0904,0.3098900619486865,0.5613648079768664,3796.7548768514744,230.12284333980233,4.349909602024957,2.5467404384431025
AAPL AVGO ORCL,3,AAPL:0.1084 AVGO:0.1247 ORCL:0.0960,0.32905234520745846,0.5417163188667162,3862.315861282715,235.55842543813506,3.9543386607842304,2.5519610227237584
AVGO AMD INTC ORCL,4,AVGO:0.0925 AMD:0.0913 INTC:0.1249 ORCL:0.0731,0.38180767692250667,0.6251219554453806,3708.0038501839526,207.04604185003694,4.028472023552429,2.559693321008406
NVDA AVGO AMD LRCX,4,NVDA:0.2279 AVGO:0.0696 AMD:0.0712 LRCX:0.0876,0.456326987963671,0.6465535564705099,3674.880020839136,200.10952882298338,3.886443143332707,2.561722429756732
NVDA MU AMD ORCL,4,NVDA:0.2283 MU:0.0808 AMD:0.0709 ORCL:0.0621,0.4419708314217287,0.6470211771333692,3680.8132070109227,198.74461575608848,3.7254525941518004,2.5619368325218663
NVDA AVGO AMD CSCO ORCL,5,NVDA:0.2178 AVGO:0.0647 AMD:0.0690 CSCO:0.1877 ORCL:0.0558,0.5948574503946658,0.7771062473327393,3442.588247284958,180.96625281589192,3.9683357807369535,2.577767086589957
NVDA MSFT AMD PLTR,4,NVDA:0.2288 MSFT:0.0567 AMD:0.0746 PLTR:0.0874,0.4474411017509536,0.5702407953999701,3896.393575391961,205.38162985468432,3.4777031018666293,2.5879916451332834
MSFT AVGO MU AMD ORCL,5,MSFT:0.0652 AVGO:0.0872 MU:0.0991 AMD:0.0937 ORCL:0.0716,0.41672664877019006,0.7310405830684861,3537.664315331157,202.26146694541922,4.739788156748532,2.5946685038690354
NVDA AVGO AMD PLTR AMAT,5,NVDA:0.2051 AVGO:0.0635 AMD:0.0658 PLTR:0.0810 AMAT:0.0606,0.476022116858051,0.6619441115957072,3701.9927513048724,194.33149797450108,4.194174014916547,2.5968239675464746
AVGO MU AMD PLTR ORCL,5,AVGO:0.0766 MU:0.0872 AMD:0.0819 PLTR:0.0961 ORCL:0.0627,0.4045021502971545,0.704003385599159,3618.931235994983,199.00685923319242,4.433628877908943,2.6021415811548296
AAPL AVGO MU AMD ORCL,5,AAPL:0.0886 AVGO:0.0867 MU:0.0977 AMD:0.0924 ORCL:0.0721,0.43746591924200084,0.7434627085977024,3531.535369827474,200.3817511277512,4.654346140033457,2.6023173163121083
MSFT AVGO ORCL,3,MSFT:0.0811 AVGO:0.1259 ORCL:0.0957,0.30274240969471256,0.5656501803179906,3933.152262266549,236.4616507105224,4.053553784264668,2.6132973871365586
NVDA AVGO LRCX AMAT ORCL,5,NVDA:0.2332 AVGO:0.0676 LRCX:0.0840 AMAT:0.0555 ORCL:0.0620,0.5022966385105321,0.7349392518654337,3600.0175197234867,193.79285384866267,4.5001829848963935,2.6249516714251047
NVDA AMAT ORCL,3,NVDA:0.2749 AMAT:0.0802 ORCL:0.0726,0.4276593759216003,0.6637971932585327,3794.3315489004262,206.33284557202356,3.7965292106316473,2.636893551921379
NVDA AVGO INTC ORCL,4,NVDA:0.2308 AVGO:0.0708 INTC:0.1077 ORCL:0.0607,0.47000608125899135,0.7229256386517421,3706.7335811441,191.61343346768504,3.6013641549880178,2.6483197123235525
AAPL MSFT AVGO ORCL,4,AAPL:0.1038 MSFT:0.0756 AVGO:0.1203 ORCL:0.0921,0.39183616119621234,0.6252705625018591,3896.48349098497,229.77064410994103,4.362201616143836,2.660756340317221
PLTR ORCL,2,PLTR:0.1413 ORCL:0.0916,0.23291380705557926,0.5474456968681821,4114.286820545106,233.95446789445256,3.07701766829188,2.6661294605065726
