subset,k,betas,sum_beta,train_adf_p,train_half_life_minutes,train_std_bps,train_avg_oneway_cost_bps,score
NVDA AAPL AVGO INTC PLTR,5,NVDA:0.2050 AAPL:0.0714 AVGO:0.0645 INTC:0.0981 PLTR:0.0791,0.518101362075161,0.8652133380287566,7246.427936818549,250.1273422789006,3.6444829904709306,4.56131696624745
MSFT AVGO AMD INTC PLTR,5,MSFT:0.0586 AVGO:0.0820 AMD:0.0795 INTC:0.1128 PLTR:0.0982,0.4311504760423588,0.8449704463473948,7281.688556653,266.7173803397642,4.092378877176176,4.5676623022174185
AAPL AMD CSCO PLTR ORCL,5,AAPL:0.0789 AMD:0.0931 CSCO:0.2053 PLTR:0.1027 ORCL:0.0675,0.5475173791670541,0.9067396970068657,7170.495127995087,259.004468508847,4.021213090008699,4.572411522804583
AAPL MSFT AVGO AMD INTC,5,AAPL:0.0845 MSFT:0.0639 AVGO:0.0940 AMD:0.0912 INTC:0.1241,0.4576933893635297,0.8541789106321254,7274.656073452294,272.09637590533015,4.232656483861746,4.576160077035507
AAPL LRCX ORCL,3,AAPL:0.1051 LRCX:0.1492 ORCL:0.0972,0.35142449100315776,0.8506628575829374,7318.409445269354,292.4442471330864,3.950213134952573,4.5888718429166655
NVDA AAPL MU AMD PLTR,5,NVDA:0.2036 AAPL:0.0734 MU:0.0737 AMD:0.0632 PLTR:0.0787,0.4925620751752427,0.8483822616678465,7376.801346075316,264.4576474708789,3.747837225644505,4.6117396792183944
NVDA MSFT AMD LRCX AMAT,5,NVDA:0.2326 MSFT:0.0589 AMD:0.0711 LRCX:0.0825 AMAT:0.0552,0.5003713082189484,0.8322115212307619,7393.314334030521,275.4280449850937,4.289673067923429,4.6146621496044915
MSFT AVGO PLTR AMAT,4,MSFT:0.0688 AVGO:0.1004 PLTR:0.1228 AMAT:0.0937,0.3857742715203952,0.9083391047801204,7231.832404783005,269.60778130618866,4.647525133219027,4.617205809836004
AAPL AVGO MU AMAT ORCL,5,AAPL:0.0928 AVGO:0.0929 MU:0.1054 AMAT:0.0799 ORCL:0.0780,0.4489555972630882,0.9412723518638333,7151.878423726749,262.7287956400566,5.128031098639953,4.619772185700008
MSFT AVGO MU AMAT ORCL,5,MSFT:0.0695 AVGO:0.0934 MU:0.1068 AMAT:0.0816 ORCL:0.0774,0.42871113105018693,0.9319964990673774,7182.929038184263,267.6726518642428,5.235719184793478,4.628175401855378
NVDA AVGO MU PLTR AMAT,5,NVDA:0.2071 AVGO:0.0612 MU:0.0720 PLTR:0.0809 AMAT:0.0571,0.47831089738091526,0.8607319734503524,7367.003640121682,263.6152700239607,4.20848680643831,4.62840352963996
AMD CSCO ORCL,3,AMD:0.1158 CSCO:0.2541 ORCL:0.0839,0.4538020629944967,0.85920403937247,7394.567160471732,282.23968578837184,3.6009375389428393,4.628506370387193
NVDA MSFT AVGO MU AMAT,5,NVDA:0.2322 MSFT:0.0591 AVGO:0.0680 MU:0.0800 AMAT:0.0609,0.5002527635239464,0.8854225867656422,7313.227033897505,264.9978027859855,4.437456891526992,4.630785241544935
NVDA AVGO MU CSCO ORCL,5,NVDA:0.2197 AVGO:0.0623 MU:0.0749 CSCO:0.1833 ORCL:0.0557,0.5958631753619009,0.9313122791567017,7260.794582406394,246.23574940817014,4.0122360316556005,4.64195429099301
NVDA AAPL AMAT,3,NVDA:0.2828 AAPL:0.0869 AMAT:0.0813,0.45102294162019807,0.8396812927598558,7464.2738192974175,277.7342676267486,3.618460541361302,4.644187413235791
NVDA MSFT PLTR AMAT,4,NVDA:0.2431 MSFT:0.0588 PLTR:0.0928 AMAT:0.0737,0.46839791407014997,0.8553452245520843,7422.193145786706,268.1776835381057,3.8991940826486,4.644425679098409
AAPL AVGO PLTR AMAT,4,AAPL:0.0920 AVGO:0.0999 PLTR:0.1219 AMAT:0.0919,0.40573232366671175,0.9147987818057217,7284.155366955576,268.66285887973396,4.5412362453301345,4.647701190190113
AVGO CSCO PLTR ORCL,4,AVGO:0.0936 CSCO:0.2247 PLTR:0.1113 ORCL:0.0703,0.4998895945256446,0.9397709622591137,7267.153318890204,249.22756228219865,3.974760358296248,4.652842828870141
AAPL MSFT PLTR AMAT ORCL,5,AAPL:0.0910 MSFT:0.0656 PLTR:0.1214 AMAT:0.0963 ORCL:0.0789,0.45315368002124573,0.9139247832060048,7289.050364806193,271.02351295579626,4.78192410013072,4.654088447611716
NVDA MSFT AMD INTC,4,NVDA:0.2329 MSFT:0.0588 AMD:0.0694 INTC:0.1037,0.4647099399218672,0.7983093569788071,7589.172597280653,273.29816882492986,3.3693067547199975,4.660281790713533
MSFT AMD CSCO PLTR ORCL,5,MSFT:0.0579 AMD:0.0941 CSCO:0.2109 PLTR:0.1032 ORCL:0.0669,0.5330237158513187,0.90752874909309,7345.099287489241,262.1287388500468,4.094594551710342,4.661970283871917
MSFT LRCX ORCL,3,MSFT:0.0812 LRCX:0.1520 ORCL:0.0966,0.3298148285826605,0.8545031459530725,7452.592755590242,295.5326889048057,4.070696076156081,4.662213445271315
NVDA MSFT LRCX,3,NVDA:0.2725 MSFT:0.0653 LRCX:0.1081,0.44592288590897866,0.8403611888453604,7508.053923219893,279.96266195755663,3.5021724443516393,4.66443159934234
AAPL AVGO AMD INTC PLTR,5,AAPL:0.0790 AVGO:0.0817 AMD:0.0787 INTC:0.1109 PLTR:0.0978,0.44802224535059876,0.8523867539262824,7475.998861501693,268.3937386387396,4.0139205294282885,4.670664595265695
NVDA AVGO MU LRCX,4,NVDA:0.2315 AVGO:0.0678 MU:0.0756 LRCX:0.0824,0.45722161581957643,0.8449742560608702,7496.113684328829,275.70728487074456,3.901170155306697,4.671054501331419
AAPL MSFT PLTR LRCX ORCL,5,AAPL:0.0877 MSFT:0.0634 PLTR:0.1154 LRCX:0.1224 ORCL:0.0751,0.46396963303691596,0.9136141720620994,7341.134047791866,271.946550724208,4.458755898587782,4.673356313929788
NVDA PLTR LRCX,3,NVDA:0.2389 PLTR:0.0921 LRCX:0.0983,0.4292993820987832,0.8228929659518314,7572.1372056667415,276.0910123232219,3.3528458751380197,4.676018486287963
MSFT AVGO PLTR LRCX,4,MSFT:0.0666 AVGO:0.0945 PLTR:0.1171 LRCX:0.1202,0.39837749640385345,0.885945105403196,7407.2907021848005,275.63140053826805,4.331875149424801,4.676227959484092
NVDA INTC AMAT ORCL,4,NVDA:0.2394 INTC:0.1062 AMAT:0.0633 ORCL:0.0642,0.47314519232421554,0.8769243250364339,7454.669547897489,263.52961158857136,3.7697074101720687,4.67965324718862
AMAT ORCL,2,AMAT:0.1248 ORCL:0.1076,0.23241580746006366,0.8198608118424928,7561.288870038647,310.1068439484535,3.982329395544255,4.680151834772701
MSFT AVGO MU LRCX ORCL,5,MSFT:0.0679 AVGO:0.0893 MU:0.0984 LRCX:0.1049 ORCL:0.0749,0.43546751742616174,0.9024337517983105,7390.645337628927,277.8195833390461,4.91939545482989,4.696144329709372
NVDA AAPL AMD LRCX AMAT,5,NVDA:0.2309 AAPL:0.0768 AMD:0.0706 LRCX:0.0812 AMAT:0.0543,0.513776241964159,0.8538216938795613,7518.308952856472,275.09089592259284,4.188977788460695,4.696755726077011
NVDA AAPL CSCO ORCL,4,NVDA:0.2593 AAPL:0.0762 CSCO:0.2050 ORCL:0.0655,0.6060936003361396,0.9270499933165596,7405.22637399787,251.79260861837452,3.4787417301287373,4.69923801491807
AVGO LRCX,2,AVGO:0.1212 LRCX:0.1467,0.2678771630772696,0.8511243769288865,7547.175399997369,295.0948983175828,3.77648521907395,4.70024178130905
AMD PLTR AMAT,3,AMD:0.1049 PLTR:0.1216 AMAT:0.0914,0.3179323738620353,0.8177776172517841,7605.187317649246,297.25651728958354,4.010407144153356,4.7005794189594745
AAPL AMD CSCO ORCL,4,AAPL:0.0883 AMD:0.1114 CSCO:0.2390 ORCL:0.0815,0.5201982564115235,0.8795682882428597,7492.170354082068,279.37007400453376,3.882743161692667,4.703308328517747
AAPL AVGO MU LRCX ORCL,5,AAPL:0.0904 AVGO:0.0889 MU:0.0973 LRCX:0.1028 ORCL:0.0755,0.4549021641951224,0.9167158380038087,7397.723512658963,272.44311190375663,4.820226951998205,4.7119821333732546
NVDA MSFT CSCO ORCL,4,NVDA:0.2616 MSFT:0.0573 CSCO:0.2101 ORCL:0.0648,0.593757117958649,0.9250752136180793,7466.889666755574,253.78693317460537,3.552888018833974,4.729577807372546
NVDA AVGO CSCO PLTR,4,NVDA:0.2242 AVGO:0.0679 CSCO:0.1912 PLTR:0.0829,0.5661754009258533,0.9165998850509107,7489.791023988677,247.8066424471894,3.5101328917090733,4.731698054879431
AAPL AVGO CSCO PLTR ORCL,5,AAPL:0.0818 AVGO:0.0906 CSCO:0.2116 PLTR:0.1074 ORCL:0.0686,0.5599300176763133,0.9547752873756356,7386.38228605863,246.04870590681307,4.224581743968574,4.732458065284321
AAPL MU AMD AMAT ORCL,5,AAPL:0.0898 MU:0.0998 AMD:0.0949 AMAT:0.0761 ORCL:0.0769,0.4375379391545354,0.896898175081714,7490.577987482903,280.80626025954285,4.8674413625207595,4.739535996073581
NVDA AVGO AMD CSCO AMAT,5,NVDA:0.2184 AVGO:0.0653 AMD:0.0683 CSCO:0.1874 AMAT:0.0572,0.5964905458717296,0.9155220053719044,7485.741872609748,254.76051746060358,4.19146738034703,4.742222289283719
MSFT MU AMD AMAT ORCL,5,MSFT:0.0679 MU:0.1009 AMD:0.0960 AMAT:0.0776 ORCL:0.0763,0.41875596059522036,0.8920332342386011,7504.026199316375,283.86349489959827,4.975085222277448,4.743548038342338
MU AMD PLTR AMAT ORCL,5,MU:0.0880 AMD:0.0832 PLTR:0.1001 AMAT:0.0704 ORCL:0.0662,0.4080020386485456,0.8736188914638587,7560.856377450229,279.19486043851566,4.653394523169096,4.747114970652356
AAPL AMD AMAT,3,AAPL:0.1021 AMD:0.1241 AMAT:0.1027,0.32890784628337794,0.7904775529864669,7751.2318323985255,315.745288867314,4.125789052312673,4.748609250231984
AAPL AVGO PLTR LRCX,4,AAPL:0.0888 AVGO:0.0941 PLTR:0.1164 LRCX:0.1180,0.4172473933851637,0.9132794690871463,7509.769237268625,274.03478296553067,4.234269362659183,4.752849474974643
MSFT AMD AMAT,3,MSFT:0.0805 AMD:0.1254 AMAT:0.1045,0.3103551376573761,0.8075556602000248,7729.246777525033,313.4803704582085,4.266943491833666,4.7575179187992145
NVDA AAPL PLTR AMAT,4,NVDA:0.2408 AAPL:0.0788 PLTR:0.0923 AMAT:0.0724,0.4843388295072453,0.8675788038081573,7628.452628372777,269.35615443768535,3.8123237294400627,4.758051592583348
MU PLTR ORCL,3,MU:0.1144 PLTR:0.1192 ORCL:0.0780,0.31165627245536054,0.8799720976750287,7618.648133584681,279.36877065419975,3.6665833328953608,4.762627831125276
NVDA AAPL AVGO MU AMAT,5,NVDA:0.2300 AAPL:0.0784 AVGO:0.0680 MU:0.0793 AMAT:0.0597,0.5153743873277796,0.9099681050636708,7568.324526810034,264.61588311235977,4.344824459944274,4.781026857667573
AVGO AMD CSCO PLTR,4,AVGO:0.0867 AMD:0.0923 CSCO:0.2129 PLTR:0.1034,0.49528914586421635,0.9137157626536657,7587.565130347971,263.61594753823886,3.921714200382917,4.785932611835309
AMD LRCX,2,AMD:0.1206 LRCX:0.1369,0.25745415840403607,0.7758933384132249,7904.145749932508,319.83006220970475,3.479619305270751,4.797558599484894
NVDA AAPL LRCX,3,NVDA:0.2703 AAPL:0.0841 LRCX:0.1064,0.4608815182719671,0.8655457160891293,7736.5809882635795,281.45637807101576,3.3997743439940185,4.801831697100799
NVDA MSFT AVGO MU LRCX,5,NVDA:0.2259 MSFT:0.0581 AVGO:0.0655 MU:0.0742 LRCX:0.0805,0.504257129269763,0.8672345553076592,7726.77724005929,276.7405170819726,4.226238099173446,4.815147937320774
MU AMD LRCX ORCL,4,MU:0.0957 AMD:0.0942 LRCX:0.1015 ORCL:0.0771,0.3684608445156712,0.8507425295420816,7767.838762264673,296.4537542971565,4.317175816070737,4.821005426995833
AAPL MSFT LRCX ORCL,4,AAPL:0.1005 MSFT:0.0759 LRCX:0.1449 ORCL:0.0931,0.414463957057315,0.8851252679687724,7709.708497899679,292.37908735633835,4.365667013924733,4.827292857197106
NVDA AAPL AMD INTC,4,NVDA:0.2312 AAPL:0.0764 AMD:0.0689 INTC:0.1021,0.4785667037153078,0.8306621080437369,7874.239013374525,277.04096065408817,3.2832131750046103,4.833445878231092
AAPL AMAT ORCL,3,AAPL:0.1103 AMAT:0.1181 ORCL:0.1032,0.33162060342737165,0.8549294880541499,7787.219448117196,306.71582370941843,4.3179039915127335,4.834897291943003
NVDA AAPL MSFT AMAT,4,NVDA:0.2755 AAPL:0.0836 MSFT:0.0634 AMAT:0.0792,0.5017089873871501,0.8721179159574728,7771.957407919275,277.6781756533425,3.978940773541651,4.837675435387943
NVDA MSFT PLTR LRCX,4,NVDA:0.2335 MSFT:0.0573 PLTR:0.0892 LRCX:0.0962,0.47628062510310654,0.8478553729191491,7844.803561630503,277.16940545176556,3.687359302872983,4.84400433979186
MSFT AMD CSCO ORCL,4,MSFT:0.0675 AMD:0.1125 CSCO:0.2451 ORCL:0.0808,0.5058301739176249,0.890817828943044,7751.345364785289,282.1129330234033,3.9787549040599814,4.846065609416888
MSFT AVGO CSCO PLTR ORCL,5,MSFT:0.0593 AVGO:0.0910 CSCO:0.2177 PLTR:0.1082 ORCL:0.0680,0.5442353869646256,0.9517435489330429,7625.268554556285,250.9516517342016,4.29542813745482,4.850286388960281
NVDA INTC LRCX ORCL,4,NVDA:0.2321 INTC:0.1002 LRCX:0.0837 ORCL:0.0623,0.478291186872545,0.862431520388114,7843.008986343906,272.5780698309823,3.587440081845185,4.855684815196971
NVDA AVGO MU PLTR LRCX,5,NVDA:0.2020 AVGO:0.0591 MU:0.0668 PLTR:0.0790 LRCX:0.0750,0.4818997035229726,0.8438739956093497,7867.4469047079565,276.4629184659451,4.0103035693265126,4.857803519349858
NVDA AMD PLTR LRCX AMAT,5,NVDA:0.2068 AMD:0.0634 PLTR:0.0819 LRCX:0.0761 AMAT:0.0515,0.47973036026688765,0.8263547938004525,7899.646622874071,279.29271250709314,4.083838498689833,4.8578548752112845
NVDA AAPL MSFT CSCO ORCL,5,NVDA:0.2540 AAPL:0.0737 MSFT:0.0543 CSCO:0.1988 ORCL:0.0634,0.6442231599508843,0.9424204974622148,7681.480063218254,252.30669270285176,3.783184641001019,4.858824221891362
AAPL MSFT AVGO PLTR AMAT,5,AAPL:0.0886 MSFT:0.0646 AVGO:0.0968 PLTR:0.1181 AMAT:0.0897,0.4577860318104287,0.9333591395487818,7678.239729553733,270.22798124607533,4.880262139398528,4.87008424711362
NVDA AMD INTC PLTR,4,NVDA:0.2076 AMD:0.0620 INTC:0.0957 PLTR:0.0809,0.44611482813988845,0.7971990619541989,8023.134907984963,275.6124370250066,3.226813579063202,4.873302787527945
NVDA MSFT INTC AMAT ORCL,5,NVDA:0.2339 MSFT:0.0571 INTC:0.1040 AMAT:0.0618 ORCL:0.0618,0.5186723756488697,0.8902166781483007,7804.562991243828,265.38456868556545,4.088861695121159,4.874275407672638
NVDA MSFT AVGO CSCO PLTR,5,NVDA:0.2201 MSFT:0.0509 AVGO:0.0661 CSCO:0.1857 PLTR:0.0807,0.6033908399499432,0.930042828329746,7753.620415194323,249.17600783667692,3.7978350350253,4.882809736627414
AVGO AMAT,2,AVGO:0.1301 AMAT:0.1150,0.24513945140042953,0.8671135793950808,7892.795175284273,302.02604300472,4.133687700519473,4.896184921047606
AVGO INTC PLTR AMAT ORCL,5,AVGO:0.0822 INTC:0.1175 PLTR:0.1017 AMAT:0.0706 ORCL:0.0651,0.4370199498512364,0.9144862465502512,7797.223220460348,264.27551753273264,4.52680524070205,4.903633961594466
NVDA AVGO MU AMD INTC,5,NVDA:0.2022 AVGO:0.0620 MU:0.0637 AMD:0.0582 INTC:0.0868,0.47296871563066706,0.841217829957889,7978.141683705001,274.08895566420193,3.7610377165021536,4.905509426140433
AVGO MU AMD AMAT,4,AVGO:0.0917 MU:0.0984 AMD:0.0964 AMAT:0.0752,0.3617147554377587,0.8813329736606496,7865.285870760047,291.5300860970539,4.671360657622911,4.907403122193132
AAPL MSFT AMD CSCO ORCL,5,AAPL:0.0851 MSFT:0.0637 AMD:0.1084 CSCO:0.2310 ORCL:0.0786,0.5668953740398343,0.9071268947185738,7831.84332068321,278.9645287351363,4.229122420340434,4.907631003466988
NVDA AVGO AMD CSCO LRCX,5,NVDA:0.2123 AVGO:0.0627 AMD:0.0646 CSCO:0.1814 LRCX:0.0767,0.5976791011545715,0.9045549179886816,7854.862086155232,263.2640351202689,4.007852089594741,4.912143002858193
NVDA MU AMD CSCO ORCL,5,NVDA:0.2125 MU:0.0720 AMD:0.0642 CSCO:0.1805 ORCL:0.0556,0.5847785867357573,0.9085533880485337,7858.778364574118,260.89158051395486,3.8681560559527925,4.915305691454649
MSFT AVGO LRCX,3,MSFT:0.0797 AVGO:0.1164 LRCX:0.1422,0.338325082600764,0.8838363222434746,7894.518888907146,294.73602706432405,4.224718547046385,4.915590137637976
NVDA INTC PLTR AMAT ORCL,5,NVDA:0.2083 INTC:0.0957 PLTR:0.0797 AMAT:0.0576 ORCL:0.0555,0.4968115367114055,0.8735603644597887,7963.763339805839,265.096723999834,3.9018710929007407,4.933479456220723
NVDA AAPL MSFT PLTR AMAT,5,NVDA:0.2357 AAPL:0.0761 MSFT:0.0555 PLTR:0.0896 AMAT:0.0709,0.5277435487768015,0.8905482136858401,7929.54886585762,270.2943784352086,4.1222951364516485,4.937768549343683
MSFT AMD PLTR AMAT,4,MSFT:0.0672 AMD:0.1018 PLTR:0.1176 AMAT:0.0890,0.3756434384596047,0.8531046374636608,8000.893602386936,298.2328045685384,4.383285236112875,4.941217143379387
AAPL MSFT AVGO PLTR LRCX,5,AAPL:0.0856 MSFT:0.0626 AVGO:0.0912 PLTR:0.1128 LRCX:0.1154,0.46752125865670235,0.9294517472794485,7844.950967736897,275.33014476556673,4.570630146914771,4.943339834086193
NVDA AAPL INTC AMAT ORCL,5,NVDA:0.2320 AAPL:0.0758 INTC:0.1024 AMAT:0.0608 ORCL:0.0625,0.5334210446928529,0.9089192559218275,7915.439734393089,264.6304210757761,4.007247328728184,4.946784069692935
AAPL AVGO AMD CSCO PLTR,5,AAPL:0.0770 AVGO:0.0842 AMD:0.0892 CSCO:0.2011 PLTR:0.1001,0.5516021265623169,0.9322323830877288,7864.758031134954,263.0164811519013,4.154775467576997,4.9477069080067455
AAPL AVGO LRCX,3,AAPL:0.1020 AVGO:0.1160 LRCX:0.1397,0.35767142917542494,0.8849246904356155,7962.016945679859,293.98358032966127,4.0957113875837585,4.947847391027221
NVDA AAPL AVGO CSCO PLTR,5,NVDA:0.2182 AAPL:0.0693 AVGO:0.0660 CSCO:0.1811 PLTR:0.0804,0.6150705800480146,0.944853116465739,7859.1828389443235,248.0946202386976,3.732085012207227,4.949086236182045
NVDA AAPL MSFT LRCX,4,NVDA:0.2635 AAPL:0.0809 MSFT:0.0616 LRCX:0.1039,0.5099352924049246,0.8754164628037616,8002.452476138083,281.352353374135,3.7559807807392116,4.951762316487588
NVDA AVGO CSCO,3,NVDA:0.2580 AVGO:0.0781 CSCO:0.2147,0.5508139551003416,0.925584306500059,7921.418153537908,259.4928344655425,3.336002551752997,4.953013434304073
NVDA AAPL MSFT AMD INTC,5,NVDA:0.2261 AAPL:0.0737 MSFT:0.0556 AMD:0.0670 INTC:0.1001,0.522380782528929,0.8352674484397283,8110.249641219192,276.24788440290916,3.6054111376751745,4.962500491802828
MSFT AVGO AMD CSCO PLTR,5,MSFT:0.0571 AVGO:0.0844 AMD:0.0901 CSCO:0.2063 PLTR:0.1006,0.5383941294913592,0.9299095253825351,7899.903029437242,264.6791838289382,4.2348598315721855,4.9645582367326
AVGO INTC AMAT ORCL,4,AVGO:0.0984 INTC:0.1358 AMAT:0.0807 ORCL:0.0786,0.39360752022366063,0.9134770526065016,7931.1791266876535,273.96528114682866,4.475056397999598,4.96856774391032
MSFT AMAT ORCL,3,MSFT:0.0851 AMAT:0.1205 ORCL:0.1027,0.30834029578135563,0.8650633272223419,8029.410082258658,309.2854843059621,4.450951916247042,4.968787406676612
NVDA AAPL AVGO MU LRCX,5,NVDA:0.2240 AAPL:0.0768 AVGO:0.0655 MU:0.0736 LRCX:0.0791,0.5189061351202084,0.8881395449182035,7996.736942259976,275.7583557575044,4.138836798952184,4.969284752027235
AAPL AMD PLTR AMAT,4,AAPL:0.0890 AMD:0.1007 PLTR:0.1169 AMAT:0.0874,0.3939405830900077,0.8506453712404667,8071.623723706858,298.9684682135828,4.275439580538145,4.971966024704659
MSFT MU PLTR ORCL,4,MSFT:0.0673 MU:0.1119 PLTR:0.1152 ORCL:0.0750,0.3694144014524865,0.8970184714001013,8001.116724514289,281.10872874509965,4.046604760622152,4.978508928869688
NVDA MU LRCX AMAT ORCL,5,NVDA:0.2288 MU:0.0734 LRCX:0.0754 AMAT:0.0513 ORCL:0.0620,0.490881814458296,0.8710770453955381,8064.238286973649,282.8160034975365,4.324839088544772,4.989692970653259
NVDA AAPL PLTR LRCX,4,NVDA:0.2314 AAPL:0.0766 PLTR:0.0889 LRCX:0.0946,0.4915420266732995,0.8815921301534186,8080.122638962178,277.6140513940234,3.605842027720684,4.993770290188922
AMD INTC AMAT ORCL,4,AMD:0.0949 INTC:0.1249 AMAT:0.0786 ORCL:0.0787,0.37715580495264983,0.8518613523572908,8125.027317082975,294.2184503808669,4.215154478499501,4.998678100468768
AAPL MSFT AMD AMAT,4,AAPL:0.0977 MSFT:0.0754 AMD:0.1199 AMAT:0.0997,0.3926936991543796,0.8384310830921867,8151.601944431178,314.45182775839237,4.5378551692679014,5.004989158693133
AVGO MU AMD CSCO ORCL,5,AVGO:0.0809 MU:0.0898 AMD:0.0872 CSCO:0.2053 ORCL:0.0663,0.5296138281175947,0.9408587051530175,7962.026016278931,267.22291207063984,4.4916525466268915,5.011704764225021
MSFT MU AMD LRCX ORCL,5,MSFT:0.0665 MU:0.0937 AMD:0.0912 LRCX:0.0989 ORCL:0.0741,0.4243040487811024,0.8762535286194804,8091.798781374343,297.5002058615464,4.67551543640781,5.015663228034809
NVDA MU AMD AMAT,4,NVDA:0.2305 MU:0.0786 AMD:0.0708 AMAT:0.0606,0.4404949424818563,0.8483955100574059,8192.639911978988,287.99102338240414,3.927190521163688,5.023259276470174
AVGO AMD CSCO,3,AVGO:0.1037 AMD:0.1104 CSCO:0.2475,0.46154658288010875,0.9038719440042239,8092.965141746456,282.8024815460119,3.7768840832080337,5.025892196541612
NVDA MU,2,NVDA:0.2720 MU:0.0980,0.37004357534986343,0.859037274611521,8214.580720195865,289.8927231152966,2.997409088329191,5.026275816476037
AVGO INTC LRCX ORCL,4,AVGO:0.0938 INTC:0.1274 LRCX:0.1049 ORCL:0.0759,0.4019606865354605,0.8970941360956393,8090.264876859664,280.98778205068436,4.206118512119711,5.026348944767864
NVDA MSFT AMD INTC PLTR,5,NVDA:0.2034 MSFT:0.0526 AMD:0.0603 INTC:0.0939 PLTR:0.0785,0.48874855396114514,0.825653439662538,8264.77607595061,275.7349679674225,3.534166109226328,5.0287247998223705
AAPL MU AMD LRCX ORCL,5,AAPL:0.0878 MU:0.0927 AMD:0.0902 LRCX:0.0970 ORCL:0.0747,0.44241815914353755,0.8829614841755394,8110.587848223331,293.8758330042675,4.575218278091326,5.029759773849031
MSFT AMD LRCX,3,MSFT:0.0777 AMD:0.1163 LRCX:0.1328,0.3267232722307636,0.8211352616362773,8270.113707508299,318.85635502307946,3.929238659887696,5.034776888588181
NVDA MSFT INTC LRCX ORCL,5,NVDA:0.2268 MSFT:0.0560 INTC:0.0982 LRCX:0.0819 ORCL:0.0600,0.5229152836847478,0.8880211915742962,8149.638373830635,274.03471517311874,3.905458376161659,5.040949546012847
NVDA MU PLTR,3,NVDA:0.2337 MU:0.0855 PLTR:0.0892,0.40847168990782806,0.8436007067428005,8277.34199960698,283.27366183151076,3.23270089342428,5.046925724414776
NVDA AMD CSCO,3,NVDA:0.2481 AMD:0.0790 CSCO:0.2104,0.5376288779629705,0.8860048573039017,8214.147566510008,274.9176480323448,3.168872123734825,5.056456083033602
MU AMD PLTR LRCX ORCL,5,MU:0.0818 AMD:0.0792 PLTR:0.0976 LRCX:0.0893 ORCL:0.0646,0.41252673072219065,0.8577740064952348,8225.939941629098,294.03499008705097,4.383706816767369,5.058418113645131
AAPL AMD LRCX,3,AAPL:0.0983 AMD:0.1152 LRCX:0.1306,0.344163050933614,0.8122135501942465,8340.761616658743,320.1222301083426,3.797963952113612,5.058553637565891
AAPL MU PLTR ORCL,4,AAPL:0.0916 MU:0.1103 PLTR:0.1142 ORCL:0.0755,0.39153123283199304,0.9142477584628819,8147.9417458100015,279.755491807276,3.9655544432422403,5.067529720232727
AVGO INTC PLTR LRCX ORCL,5,AVGO:0.0787 INTC:0.1108 PLTR:0.0985 LRCX:0.0915 ORCL:0.0631,0.442633681974799,0.8967512912374767,8178.526593508235,275.3405550882084,4.285987303970235,5.0717343340709995
AVGO MU AMD PLTR AMAT,5,AVGO:0.0772 MU:0.0841 AMD:0.0810 PLTR:0.0990 AMAT:0.0666,0.4078416869253817,0.8850720965817215,8186.373200887122,287.6921493735395,4.700138209231543,5.072261461209913
AMD PLTR LRCX,3,AMD:0.0979 PLTR:0.1167 LRCX:0.1161,0.3306737948698655,0.8218439832079348,8354.761244091167,308.78022237059605,3.7146374658842904,5.073517354571204
AVGO MU PLTR,3,AVGO:0.0945 MU:0.1080 PLTR:0.1166,0.3191169129516478,0.8917641745615366,8242.61940663843,286.0157314883477,3.802263169544841,5.089119141271649
NVDA MSFT AVGO CSCO,4,NVDA:0.2524 MSFT:0.0571 AVGO:0.0757 CSCO:0.2078,0.5930013333993827,0.9387718119095628,8175.643651362615,259.7924599348692,3.663801814674161,5.099869673884353
MSFT AVGO MU AMD AMAT,5,MSFT:0.0676 AVGO:0.0885 MU:0.0963 AMD:0.0934 AMAT:0.0732,0.41877526504193424,0.9041558005918283,8194.892847466685,292.3689197273458,5.026477761618046,5.102131779557532
AAPL MSFT AMAT ORCL,4,AAPL:0.1054 MSFT:0.0793 AMAT:0.1145 ORCL:0.0988,0.39800502037627306,0.8920177173026884,8240.899714307903,305.6374983173527,4.739904046360595,5.107265655383852
NVDA AAPL INTC LRCX ORCL,5,NVDA:0.2250 AAPL:0.0742 INTC:0.0966 LRCX:0.0806 ORCL:0.0608,0.5372187983434193,0.8997209112487288,8281.937852781259,272.60983269697385,3.828193119379024,5.117253700026938
AAPL AVGO AMAT,3,AAPL:0.1067 AVGO:0.1242 AMAT:0.1091,0.33999467110678955,0.8960802086029753,8282.565567474501,300.9293980379745,4.447754733959766,5.126318087019421
NVDA AAPL MSFT PLTR LRCX,5,NVDA:0.2266 AAPL:0.0740 MSFT:0.0542 PLTR:0.0863 LRCX:0.0928,0.5338273493476167,0.8841683894121752,8337.281790908619,278.2151776653871,3.9133852691817763,5.13107699025012
NVDA AVGO INTC CSCO ORCL,5,NVDA:0.2157 AVGO:0.0640 INTC:0.0957 CSCO:0.1749 ORCL:0.0547,0.6049897460474389,0.9419001341684244,8242.50415149084,251.5097138751189,3.7516488195731865,5.138185186305309
NVDA AVGO INTC AMAT,4,NVDA:0.2324 AVGO:0.0718 INTC:0.1053 AMAT:0.0599,0.46941202707403573,0.8809061400566767,8364.605823245493,275.41776153153074,3.8212884213767646,5.139634820106958
NVDA AMD CSCO PLTR,4,NVDA:0.2165 AMD:0.0689 CSCO:0.1882 PLTR:0.0807,0.5542480115539072,0.8854845612270454,8380.065922913178,269.66966900079035,3.3593907086013712,5.142705336855662
