strategy,family,signal_view,hedge_method,subset,betas,threshold_mode,center_mode,entry,exit_band,hedge_fraction,orientation,cost_gate_mult,center_window,trade_start,trade_end,max_hold_minutes,train_observations,train_trades,train_avg_abs_position,train_gross_bps,train_cost_bps,train_net_bps,train_sharpe_ann,train_max_drawdown_bps,train_long_gross_bps,train_short_gross_bps,test_observations,test_trades,test_avg_abs_position,test_gross_bps,test_cost_bps,test_net_bps,test_sharpe_ann,test_max_drawdown_bps,test_long_gross_bps,test_short_gross_bps,fold_median_net_bps,fold_min_net_bps,fold_std_net_bps,fold_positive_rate,train_month_positive_rate,train_month_min_net_bps,train_month_median_net_bps,base_train_selection_score,family_median_train_net_bps,family_mean_train_net_bps,family_std_train_net_bps,family_positive_rate,family_rule_count,final_train_selection_score
xlk_only_timing_micro_conf_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h0_flip_nogate_cw1950_mh180,xlk_only_timing,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31849 AAPL:0.08602 MSFT:0.06675,fixed_bps,mean,50.0,25.0,0.0,-1,0.0,1950,09:35,15:45,180,77434,29386.0,0.18974868920629182,-1991.2138481871543,51912.08124778728,-53903.29509597443,-59.2122299267231,-53913.024968839534,-1522.8254927415996,-468.3883554455548,16199,9858.0,0.30427804185443547,-133.33922233813132,15770.495493939767,-15903.834716277897,-67.88487900756455,-15908.081181818652,88.97126103645903,-222.31048337459038,-14463.049604001906,-17442.276949720384,4814.566494917547,0.0,0.0,-10052.292059452755,-5324.28823797841,-inf,-53903.29509597443,-53903.29509597443,0.0,0.0,1,-1000000029646.8123
xlk_only_timing_mid_ridge_pos_k3_fixed_bps_mean_e50_x25_h0_flip_nogate_cw1950_mh180,xlk_only_timing,mid,ridge_pos,NVDA AAPL MSFT,NVDA:0.31879 AAPL:0.08537 MSFT:0.06656,fixed_bps,mean,50.0,25.0,0.0,-1,0.0,1950,09:35,15:45,180,77434,29422.0,0.18998114523336002,-2319.2715222031525,51955.74063064109,-54275.012152844225,-59.5503656114182,-54275.01215284498,-1562.0262571983544,-757.2452650047978,16199,9888.0,0.3052040249398111,-31.434969208552488,15849.943113050402,-15881.378082258956,-67.5239855035252,-15885.62454779971,66.0987406298208,-97.53370983837328,-14579.219307770709,-17471.220880812838,4785.854166586499,0.0,0.0,-10091.712877539554,-5381.811874281266,-inf,-54275.012152844225,-54275.012152844225,0.0,0.0,1,-1000000029851.2567
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k5_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25398 AAPL:0.07658 MSFT:0.05803 AVGO:0.06975 MU:0.08316,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,20504.0,0.1323966216390733,-1833.6521472620148,90800.43557580514,-92634.08772306716,-109.28694649660957,-92634.08772306745,-1041.1730643803203,-792.4790828816948,16199,8822.0,0.27230075930613,-722.4327375254591,36572.8635414981,-37295.29627902356,-163.1269070929827,-37288.639357547836,-354.38813483539445,-368.04460269006455,-24486.953074964604,-35858.979880768595,13246.229336072689,0.0,0.0,-16305.100198115751,-10116.844292440557,-inf,-92634.08772306716,-92634.08772306716,0.0,0.0,1,-1000000050948.7483
partial_or_full_hedge_mid_ridge_pos_k5_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.25435 AAPL:0.07600 MSFT:0.05793 AVGO:0.06934 MU:0.08301,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,20622.0,0.13315856083890798,-2008.7166164663927,91019.28164467287,-93027.99826113926,-109.63879831702846,-93027.99826113913,-1064.5428946279096,-944.1737218384836,16199,8920.0,0.27532563738502375,-742.6043175213339,36970.042982051935,-37712.64729957327,-163.6523435925707,-37706.01341030361,-363.22641885336947,-379.3778986679642,-24561.60003747092,-36080.89053827919,13236.406387779476,0.0,0.0,-16173.265463947748,-10128.87272105955,-inf,-93027.99826113926,-93027.99826113926,0.0,0.0,1,-1000000051165.399
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k5_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT AVGO MU,NVDA:0.24723 AAPL:0.07882 MSFT:0.05988 AVGO:0.07164 MU:0.08406,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,20332.0,0.13128599839863625,-2072.053905862401,90985.36378446882,-93057.4176903312,-108.90407263601709,-93063.12388428235,-1030.9603998081857,-1041.093506054215,16199,8754.0,0.2702018643126119,-624.6631559916129,36497.71650607276,-37122.37966206437,-163.0173421313054,-37115.61636479582,-263.01909998456784,-361.6440560070451,-24848.638038586054,-35636.25769337918,13285.998412500916,0.0,0.0,-16189.476727502366,-10315.034061997043,-inf,-93057.4176903312,-93057.4176903312,0.0,0.0,1,-1000000051181.5797
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.25318 AMD:0.07448 PLTR:0.09052,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,27334.0,0.17649869566340368,-1727.569087773202,92078.27011572928,-93805.83920350247,-109.30627715918064,-93811.71485448642,-1481.5863547644653,-245.9827330087365,16199,10030.0,0.3095870115439225,-250.26700764066177,31011.40895446357,-31261.67596210423,-138.84317896139356,-31258.553929482936,-198.10489331336342,-52.1621143272984,-22908.85779188877,-34600.16819085905,10416.498318640257,0.0,0.0,-18308.533539466385,-8589.884529450213,-inf,-93805.83920350247,-93805.83920350247,0.0,0.0,1,-1000000051593.2115
partial_or_full_hedge_mid_ridge_pos_k3_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AMD PLTR,NVDA:0.25353 AMD:0.07431 PLTR:0.09031,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,27380.0,0.17679572280910194,-2204.3554531804093,92046.92182939792,-94251.27728257835,-109.4713247568618,-94257.15998456978,-1705.1881476332485,-499.1673055471605,16199,10046.0,0.31008086918945615,-231.94728914640896,31047.568513942166,-31279.515803088572,-138.77949644204332,-31276.396953940643,-23.962198541654136,-207.98509060475493,-22876.25398590393,-34719.099982174965,10461.026256862915,0.0,0.0,-18260.093272992694,-8780.037784614782,-inf,-94251.27728257835,-94251.27728257835,0.0,0.0,1,-1000000051838.2025
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AMD PLTR,NVDA:0.24692 AMD:0.07641 PLTR:0.09067,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,27644.0,0.1785004003409355,-1911.3694989781,93172.71502303993,-95084.08452201802,-110.5067128666801,-95089.8757537274,-1353.4128682789415,-557.9566306991579,16199,10108.0,0.3119945675658991,-28.569177198523242,31270.30678292039,-31298.875960118912,-140.04387425170768,-31295.726497932083,-0.047752376168518074,-28.521424822354653,-23576.03671948667,-34321.887163704196,9969.82753147375,0.0,0.0,-18273.32963320916,-8526.393373684665,-inf,-95084.08452201802,-95084.08452201802,0.0,0.0,1,-1000000052296.2465
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31126 AAPL:0.08876 MSFT:0.06906,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,29260.0,0.18893509311155307,-2294.2667412118644,97191.6393911282,-99485.90613234008,-108.83204587205663,-99492.55433204064,-1581.5368604410899,-712.7298807707743,16199,9816.0,0.30298166553490957,-576.8142700633526,31602.709248685227,-32179.523518748585,-135.45415034717996,-32178.574555785817,-312.00516994730526,-264.8091001160473,-25176.345828399433,-35573.401493321006,10729.38836782496,0.0,0.0,-18478.771454011716,-9287.05687195107,-inf,-99485.90613234008,-99485.90613234008,0.0,0.0,1,-1000000054717.2484
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k3_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT,NVDA:0.31849 AAPL:0.08602 MSFT:0.06675,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,29386.0,0.18974868920629182,-3026.545801826775,97098.01902222434,-100124.56482405112,-109.16975184930209,-100131.32517535456,-2031.8274836147648,-994.7183182120102,16199,9858.0,0.30427804185443547,-507.8258582395596,31610.891384411658,-32118.71724265122,-134.70671324965772,-32117.794061310648,-299.495376868027,-208.33048137153258,-25230.089302021166,-35944.369958778414,11049.115017886816,0.0,0.0,-18600.96031502013,-9785.28081612489,-inf,-100124.56482405112,-100124.56482405112,0.0,0.0,1,-1000000055068.5106
partial_or_full_hedge_mid_ridge_pos_k3_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AAPL MSFT,NVDA:0.31879 AAPL:0.08537 MSFT:0.06656,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,29422.0,0.18998114523336002,-3236.5329356604498,97081.7808432801,-100318.31377894056,-109.08069153597907,-100318.33380261151,-1995.541143529803,-1240.9917921306464,16199,9888.0,0.3052040249398111,-373.2124015150542,31720.43635059107,-32093.648752106128,-134.098047999435,-32092.734645362176,-251.2089293092295,-122.00347220582454,-25340.148621167165,-35806.48518749381,10987.576896414337,0.0,0.0,-18543.121456514364,-9933.37829557621,-inf,-100318.31377894056,-100318.31377894056,0.0,0.0,1,-1000000055175.0726
partial_or_full_hedge_micro_conf_0.5_ridge_pos_k4_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_conf_0.5,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28764 AAPL:0.08170 MSFT:0.06178 AVGO:0.08251,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,26218.0,0.16929255882428906,-2110.3758700075127,101607.7077900141,-103718.0836600216,-115.37869217718966,-103724.48342341107,-1285.5861356231158,-824.7897343843962,16199,8948.0,0.2761898882647077,-904.2737580467381,32484.474263796477,-33388.74802184321,-145.44847099797624,-33382.94299240177,-594.166984995476,-310.10677305126177,-26178.132428010547,-38223.83879598661,12685.119497355068,0.0,0.0,-19354.647816078224,-9208.672454285608,-inf,-103718.0836600216,-103718.0836600216,0.0,0.0,1,-1000000057044.946
partial_or_full_hedge_mid_ridge_pos_k4_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,mid,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28804 AAPL:0.08111 MSFT:0.06166 AVGO:0.08202,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,26406.0,0.17050649585453417,-2133.1524114180493,102037.26810317779,-104170.42051459581,-115.68704527633916,-104176.83206484812,-1196.7980684225352,-936.3543429955143,16199,9006.0,0.27798012222976726,-998.5624641983892,32703.113158776283,-33701.675622974675,-145.7814382776833,-33695.894525406235,-565.0107697877712,-433.551694410618,-26358.901860934326,-38058.6183617764,12488.03809288908,0.0,0.0,-19197.060636057573,-9279.615030349105,-inf,-104170.42051459581,-104170.42051459581,0.0,0.0,1,-1000000057293.7313
partial_or_full_hedge_micro_shrink_0.5_ridge_pos_k4_fixed_bps_mean_e50_x25_h1_flip_nogate_cw1950_mh180,partial_or_full_hedge,micro_shrink_0.5,ridge_pos,NVDA AAPL MSFT AVGO,NVDA:0.28038 AAPL:0.08404 MSFT:0.06376 AVGO:0.08479,fixed_bps,mean,50.0,25.0,1.0,-1,0.0,1950,09:35,15:45,180,77434,26148.0,0.16884056099387865,-2110.543812769201,102068.91948458063,-104179.46329734984,-115.46859043207061,-104185.75290179104,-1396.3760247358496,-714.1677880333508,16199,8838.0,0.2727946169516637,-840.7961098445275,32297.648330857974,-33138.4444407025,-145.2336572290062,-33132.53268014099,-638.1474619088552,-202.64864793567233,-26273.78580334426,-38540.80060093162,12852.779996662079,0.0,0.0,-19695.500825929455,-9399.210466122533,-inf,-104179.46329734984,-104179.46329734984,0.0,0.0,1,-1000000057298.7048
