control,train_gross_bps,train_cost_bps,train_net_bps,train_trades,train_avg_abs_position,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,validation_avg_abs_position,test_gross_bps,test_cost_bps,test_net_bps,test_trades,test_avg_abs_position
selected,-28.739622248510344,317.643693547078,-346.38331579558826,332,0.002427600388416062,27.05405179853848,17.868879966872726,9.18517183166575,36,0.002544529262086514,-62.78328548778411,70.50414534841414,-133.28743083619827,26,0.0008118403796915007
sign_flip,28.739622248510344,317.643693547078,-288.90407129856766,332,0.002427600388416062,-27.05405179853848,17.868879966872726,-44.92293176541121,36,0.002544529262086514,62.78328548778411,70.50414534841414,-7.720859860630035,26,0.0008118403796915007
active_always_long,-130.3169246481861,317.643693547078,-447.96061819526403,332,0.002427600388416062,40.6135941580299,17.868879966872726,22.744714191157165,36,0.002544529262086514,49.88669318257699,70.50414534841414,-20.617452165837157,26,0.0008118403796915007
active_always_short,130.3169246481861,317.643693547078,-187.32676889889186,332,0.002427600388416062,-40.6135941580299,17.868879966872726,-58.482474124902616,36,0.002544529262086514,-49.88669318257699,70.50414534841414,-120.39083853099115,26,0.0008118403796915007
