symbol,time_bucket,spread_bucket,imb_bucket,obs,buy_bid_fill_prob,sell_ask_fill_prob,buy_passive_markout_cost_bps_median_if_filled,sell_passive_markout_cost_bps_median_if_filled,buy_passive_markout_cost_bps_p75_if_filled,sell_passive_markout_cost_bps_p75_if_filled
AMAT,mid_morning,s_q2,bid_heavy,369,0.5989159891598916,0.5257452574525745,8.859840232387798,7.758981716471127,38.53044046975909,30.400536378827947
AMAT,mid_morning,s_q3,ask_heavy,339,0.4218289085545723,0.35988200589970504,11.507038471867906,8.100768474393686,42.31245913571514,30.39161776415752
AMAT,mid_morning,s_q3,balanced,1240,0.3741935483870968,0.442741935483871,7.083268457790828,5.126691419781684,33.756641610966746,27.62430939226505
AMAT,mid_morning,s_q3,bid_heavy,266,0.39097744360902253,0.44360902255639095,9.986614899522529,13.946474570470656,31.19633210013105,37.74017552303268
AMAT,mid_morning,s_q4,ask_heavy,396,0.398989898989899,0.29545454545454547,11.231869479942937,-1.8421295017022947,36.05374303375963,35.088681159023814
AMAT,mid_morning,s_q4,balanced,2079,0.29004329004329005,0.30735930735930733,6.081414942543529,7.841233687432726,35.17413273888131,33.010352791392755
AMAT,mid_morning,s_q4,bid_heavy,396,0.3055555555555556,0.32323232323232326,7.969256379833273,4.988309296180007,30.872426713069498,35.90828811288777
AMAT,midday,s_q1,ask_heavy,906,0.5629139072847682,0.6070640176600441,2.7605710746561254,5.626578550228397,18.464316862173597,18.898012774415427
AMAT,midday,s_q1,balanced,2171,0.5582680792261631,0.5951174573929064,3.905777351631178,4.092420773035471,18.858476337549494,20.240430231348693
AMAT,midday,s_q1,bid_heavy,1014,0.5739644970414202,0.5946745562130178,2.8444095731033174,5.433032839665942,20.049225937673675,18.652737194997034
AMAT,midday,s_q2,ask_heavy,789,0.449936628643853,0.40430925221799746,-0.2211166390268857,3.6760405701209296,17.685548350023673,20.06540237718827
AMAT,midday,s_q2,balanced,2731,0.4137678506041743,0.4434273160014647,5.725473507474449,4.4327396938806265,20.338159191611958,18.396378761360197
AMAT,midday,s_q2,bid_heavy,701,0.44935805991440797,0.43794579172610554,4.908446796704114,6.632632552156291,20.562808188038773,22.865057699995422
AMAT,midday,s_q3,ask_heavy,769,0.3680104031209363,0.2444733420026008,4.522537310934415,6.155271795883781,23.344062916577887,20.558165084923825
AMAT,midday,s_q3,balanced,3003,0.2867132867132867,0.26606726606726605,5.899979815858455,4.432624113475345,22.018579487072184,20.79694671609731
AMAT,midday,s_q3,bid_heavy,684,0.24269005847953215,0.358187134502924,6.971459226166706,4.387201905298685,26.799514184566235,20.19740101368201
AMAT,midday,s_q4,ask_heavy,472,0.3114406779661017,0.18220338983050846,0.6454027958843247,5.184593973584147,16.77235972366148,17.075428881471094
AMAT,midday,s_q4,balanced,2068,0.1958413926499033,0.19825918762088976,0.15447116795811655,5.835012480896118,18.736240573327894,24.943357037737677
AMAT,midday,s_q4,bid_heavy,471,0.1932059447983015,0.24628450106157113,0.7849416788325487,7.091524464182769,19.72377817361889,26.233488785918347
AMAT,close90,s_q1,ask_heavy,703,0.6216216216216216,0.6187766714082503,6.527608818206905,4.958425509191985,32.27742028925539,23.35862392575997
AMAT,close90,s_q1,balanced,1596,0.6046365914786967,0.6052631578947368,4.265481005135141,4.995507601166334,23.03119176701508,23.200992652250754
AMAT,close90,s_q1,bid_heavy,681,0.6035242290748899,0.6226138032305433,4.425800492611187,9.16001468425388,27.98070731305656,30.451687023419264
AMAT,close90,s_q2,ask_heavy,319,0.42946708463949845,0.38557993730407525,4.470022908867578,13.05036426987612,22.343872193051904,34.212442389861835
AMAT,close90,s_q2,balanced,1461,0.4469541409993155,0.4134154688569473,3.6127983381120456,4.733088023391147,23.895504154865506,24.783971335687582
AMAT,close90,s_q2,bid_heavy,316,0.370253164556962,0.46835443037974683,3.3463883793562768,4.096719345429108,28.419284924861394,22.132930670993343
AMAT,close90,s_q3,ask_heavy,303,0.3069306930693069,0.32673267326732675,6.670079265359797,13.82803258750691,21.00128717566576,47.560448332060524
AMAT,close90,s_q3,balanced,1192,0.2827181208053691,0.33557046979865773,7.793075295951255,11.275385453485695,27.373088408288385,37.33172285177159
AMAT,close90,s_q3,bid_heavy,318,0.24528301886792453,0.36792452830188677,7.130101163415092,3.803727653099461,28.591116672818412,23.78697442900214
AMAT,close90,s_q4,ask_heavy,158,0.31645569620253167,0.25316455696202533,1.7756774510595958,14.996337966511181,28.342112081388507,84.94807547247925
AMAT,close90,s_q4,balanced,710,0.20985915492957746,0.24225352112676057,5.296685992412921,20.41221913612242,36.06788234110719,98.17975842551611
AMAT,close90,s_q4,bid_heavy,151,0.17880794701986755,0.304635761589404,6.644134384840345,12.539788383753228,30.56488496598024,37.708840637373555
AMD,open30,s_q1,balanced,113,0.6460176991150443,0.7610619469026548,23.9162177131058,9.44179718082781,65.95559425337338,66.6661925040429
