strategy,train_scheme,model_name,horizon_min,label_edge_bps,confidence,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_mr_frac,train_trend_frac,validation_mr_frac,validation_trend_frac,test_mr_frac,test_trend_frac,2025_05_gross_bps,2025_05_cost_bps,2025_05_net_bps,2025_05_trades,2025_06_gross_bps,2025_06_cost_bps,2025_06_net_bps,2025_06_trades,2025_07_gross_bps,2025_07_cost_bps,2025_07_net_bps,2025_07_trades,2025_08_gross_bps,2025_08_cost_bps,2025_08_net_bps,2025_08_trades,2025_09_gross_bps,2025_09_cost_bps,2025_09_net_bps,2025_09_trades,2025_10_gross_bps,2025_10_cost_bps,2025_10_net_bps,2025_10_trades,2025_11_gross_bps,2025_11_cost_bps,2025_11_net_bps,2025_11_trades,2025_12_gross_bps,2025_12_cost_bps,2025_12_net_bps,2025_12_trades,2026_01_gross_bps,2026_01_cost_bps,2026_01_net_bps,2026_01_trades,2026_02_gross_bps,2026_02_cost_bps,2026_02_net_bps,2026_02_trades,2026_03_gross_bps,2026_03_cost_bps,2026_03_net_bps,2026_03_trades,2026_04_gross_bps,2026_04_cost_bps,2026_04_net_bps,2026_04_trades,2026_05_gross_bps,2026_05_cost_bps,2026_05_net_bps,2026_05_trades,train_gross_bps,train_cost_bps,train_net_bps,train_trades,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,test_gross_bps,test_cost_bps,test_net_bps,test_trades,validation_always_long_net_bps,validation_always_short_net_bps,test_always_long_net_bps,test_always_short_net_bps,validation_excess_vs_best_directional_bps,test_excess_vs_best_directional_bps,validation_score
recent_1m_rf_depth2_h60_edge2.5_p0.5,recent_1m,rf_depth2,60,2.5,0.5,0.35048549854073857,0.3333333333333333,0.3333333333333333,0.010554768953533274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,31.328883787491435,59.97985360196231,-28.650969814470876,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,31.328883787491435,59.97985360196231,-28.650969814470876,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth2_h60_edge2.5_p0.6,recent_1m,rf_depth2,60,2.5,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth3_h30_edge2.5_p0.7,recent_1m,rf_depth3,30,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth4_h60_edge2.5_p0.6,recent_1m,rf_depth4,60,2.5,0.6,0.6571875945666988,0.3333333333333333,0.3333333333333333,0.07336851589651178,0.0953790706654653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.405871773678129,8.47519972256946,-2.069327948891329,14,-1.352833770909001,49.83731868557052,-51.19015245647952,28,-11.373471212801078,32.05194671522451,-43.42541792802558,10,375.9932821710876,187.450735245328,188.54254692575964,140,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,369.6728489610557,277.81520036869244,91.8576485923632,192,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth2_h60_edge2.5_p0.7,recent_1m,rf_depth2,60,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth3_h30_edge2.5_p0.6,recent_1m,rf_depth3,30,2.5,0.6,0.33619568045797554,0.3333333333333333,0.3333333333333333,0.001415883640108122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.7139372763175231,5.117036205738931,-6.830973482056454,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.7139372763175231,5.117036205738931,-6.8309734820564545,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth3_h60_edge2.5_p0.6,recent_1m,rf_depth3,60,2.5,0.6,0.36803013729367384,0.3333333333333333,0.3333333333333333,0.01892135409962672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,46.40822554561552,11.581854959456578,34.826370586158944,22,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,46.40822554561552,11.581854959456578,34.82637058615894,22,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_1m_rf_depth3_h60_edge2.5_p0.7,recent_1m,rf_depth3,60,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h60_edge2.5_p0.7,recent_6m,rf_depth2,60,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h30_edge5_p0.7,train_all,rf_depth2,30,5.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h60_edge5_p0.5,recent_6m,rf_depth2,60,5.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h60_edge2.5_p0.5,recent_6m,rf_depth2,60,2.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h60_edge2.5_p0.6,recent_6m,rf_depth2,60,2.5,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth4_h60_edge5_p0.7,train_all,rf_depth4,60,5.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_3m_rf_depth2_h60_edge2.5_p0.5,recent_3m,rf_depth2,60,2.5,0.5,0.36017492195701156,0.3333333333333333,0.3333333333333333,0.014644882756285449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,218.0325949436135,34.1149444623411,183.91765048127243,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,218.0325949436135,34.1149444623411,183.9176504812724,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth4_h60_edge5_p0.6,train_all,rf_depth4,60,5.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth4_h60_edge5_p0.5,train_all,rf_depth4,60,5.0,0.5,0.3517163930070746,0.3333333333333333,0.33360790774299837,0.004615090526775717,0.005693765531554657,0.0,0.0,0.0,0.0001800936486973226,6.128601158295055,2.627277410963141,3.5013237473319148,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,222.41837389912257,7.274050706405099,215.14432319271748,18,208.65416630417855,39.5342048562305,169.11996144794807,32,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.5318217503554905,17.671095933446963,-14.139274183091475,2,0.0,0.0,0.0,0,437.20114136159617,49.435532973598754,387.7656083879975,54,0.0,0.0,0.0,0,3.5318217503554905,17.671095933446963,-14.139274183091475,2,0.0,0.0,-14.139274183091475,-21.17299118314316,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h30_edge5_p0.6,train_all,rf_depth2,30,5.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h60_edge2.5_p0.5,recent_6m,rf_depth3,60,2.5,0.5,0.3530170324465159,0.3333333333333333,0.3333333333333333,0.009864920180106427,0.0007367990176013098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,67.85127170203964,30.533484466858397,37.31778723518125,10,0.0,0.0,0.0,0,42.92197245590046,8.393792731128833,34.528179724771626,20,242.82221193364427,108.12973864186819,134.6924732917761,44,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,353.59545609158437,147.05701583985538,206.53844025172899,74,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h30_edge2.5_p0.7,recent_6m,rf_depth3,30,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth4_h60_edge2.5_p0.6,train_all,rf_depth4,60,2.5,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth2_h30_edge5_p0.5,train_all,rf_depth2,30,5.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h60_edge2.5_p0.6,recent_6m,rf_depth3,60,2.5,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth3_h60_edge2.5_p0.7,recent_6m,rf_depth3,60,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
train_all_rf_depth3_h60_edge5_p0.7,train_all,rf_depth3,60,5.0,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth2_h60_edge5_p0.6,recent_6m,rf_depth2,60,5.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth4_h60_edge2.5_p0.6,recent_6m,rf_depth4,60,2.5,0.6,0.3347912103406209,0.3333333333333333,0.3333333333333333,0.0007163323782234957,2.0466639377814162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,22.736344229397076,33.082832210560134,-10.346487981163058,8,0.0,0.0,0.0,0,9.982575107221336,0.5253159564814562,9.45725915073988,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,32.71891933661841,33.60814816704159,-0.8892288304231794,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth4_h60_edge2.5_p0.7,recent_6m,rf_depth4,60,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_3m_rf_depth2_h60_edge2.5_p0.4,recent_3m,rf_depth2,60,2.5,0.4,0.43382927735522303,0.3333333333333333,0.339822511946911,0.06543638364513671,0.05311944467959028,0.0,0.0,0.0,0.04268219474126546,116.85427788525438,19.849857111143585,97.0044207741108,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-63.9628595252173,49.77652717116496,-113.73938669638225,32,-2.0794441623106508,13.670176891424322,-15.749621053734973,12,556.4723084336265,99.24517515358681,457.2271332800397,74,457.41501180954106,120.49337442919798,336.92163738034304,64,0.0,0.0,0.0,0,0.0,0.0,0.0,0,34.43562698612901,69.23305220083736,-34.79742521470835,32,44.960171522223646,26.77403766331999,18.186133858903666,36,0.0,0.0,0.0,0,1064.699294440894,303.03511075651767,761.6641836843763,194,0.0,0.0,0.0,0,79.39579850835266,96.00708986415735,-16.611291355804685,68,0.0,0.0,-151.4972121933262,-40.51307644927525,0.0,23.90178509347057,3.3333333333333335
train_all_rf_depth4_h60_edge2.5_p0.7,train_all,rf_depth4,60,2.5,0.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335
recent_6m_rf_depth4_h60_edge5_p0.5,recent_6m,rf_depth4,60,5.0,0.5,0.37959612456172304,0.332374815073208,0.33392107759925677,0.017928776094965206,0.009373720835038887,0.0,0.0110069302894415,0.0,0.0015007804058110217,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,48.72380162241008,15.948905620956326,32.77489600145375,6,0.0,0.0,0.0,0,227.55559078770915,29.470144368493628,198.08544641921551,30,353.6387572942701,71.19427713273903,282.44448016153103,32,0.0,0.0,0.0,0,1.7801098191583264,3.909854158073648,-2.1297443389153217,8,7.962769531033587,5.159891335236108,2.8028781957974775,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0,629.9181497043893,116.61332712218898,513.3048225822002,68,1.7801098191583264,3.909854158073648,-2.1297443389153217,8,7.962769531033587,5.159891335236108,2.8028781957974775,10,-5.690153517011822,-2.1297443389153217,-19.203845087223133,8.88414849098274,0.0,-6.081270295185263,0.9985111039130762
recent_6m_rf_depth3_h60_edge5_p0.4,recent_6m,rf_depth3,60,5.0,0.4,0.5148745083443118,0.37759586627914415,0.4205424538932551,0.10235366352844863,0.116189111747851,0.01943198804185351,0.12990895502106264,0.05793012366430544,0.16484571977428264,-143.38586718298353,285.8861806328885,-429.27204781587193,106,-7.602155122876653,483.98419413356027,-491.58634925643696,178,17.53986731828583,273.9750182722581,-256.43515095397225,132,140.53624666707344,59.31986141179569,81.21638525527774,66,508.622006264261,319.5010699173084,189.12093634695262,224,491.37025392027135,448.4901724170723,42.88008150319908,262,849.3771769348779,208.11268870998052,641.2644882248975,122,350.91959288010344,351.4940226727582,-0.5744297926547903,144,216.76260765229216,180.18631788416613,36.576289768126045,132,111.95509800094428,153.10229906206322,-41.147201061118935,140,592.7414951881893,448.9435654400553,143.79792974813395,232,92.83563580737564,489.3144759160983,-396.47884010872264,294,0.0,0.0,0.0,0,2424.139729331305,2610.9495260517883,-186.8097967204833,1366,111.95509800094428,153.10229906206322,-41.147201061118935,140,685.577130995565,938.2580413561536,-252.68091036058877,526,-219.1882875043939,-87.0236716504575,-769.5256171481091,-1106.8623491273534,45.87647058933857,516.8447067875203,0.8501132379079124
train_all_rf_depth2_h30_edge5_p0.4,train_all,rf_depth2,30,5.0,0.4,0.35099622256974716,0.33789672626707645,0.34324452320789495,0.000928479750948961,0.014405090253693438,0.0,0.02133442043755945,0.0,0.017889302437267378,32.143965729654056,54.86029308233538,-22.71632735268133,16,127.0675181078662,81.43289947881328,45.634618629052916,24,91.69654497569013,53.072781489312895,38.623763486377236,36,38.95303274287443,6.794340691715382,32.15869205115904,14,22.719540761588775,9.478419818400745,13.24112094318803,6,116.6025575534757,191.594704622826,-74.9921470693503,118,153.89064584943492,128.79667613375122,25.09396971568369,48,-0.6092705607585458,60.481925046795325,-61.091195607553864,22,9.036702646598727,5.5364444043342305,3.5002582422644957,12,47.31734341408611,51.176543030617864,-3.859199616531767,42,58.651530897870785,78.63095495938153,-19.97942406151074,42,-0.3993171452432165,80.34223507999559,-80.7415522252388,34,0.0,0.0,0.0,0,591.5012378064243,592.0484847682845,-0.5472469618600905,296,47.31734341408611,51.176543030617864,-3.859199616531767,42,58.25221375262757,158.9731900393771,-100.72097628674955,76,-3.859199616531767,-98.51697366209766,-100.72097628674955,-217.2257820185311,0.0,0.0,-3.039059505391896
