threshold_pred_bps,train_gross_bps,train_cost_bps,train_net_bps,train_trades,train_avg_abs_position,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,validation_avg_abs_position,test_gross_bps,test_cost_bps,test_net_bps,test_trades,test_avg_abs_position
0.5,453.96738091588065,7570.428133047716,-7116.460752131836,4060,0.2168314984138832,64.40259393625247,3414.734876461426,-3350.3322825251735,1762,0.4410075121520106,-54.05413663649661,7382.817020056329,-7436.871156692826,3611,0.3260671525247267
1.0,466.12178007003456,7529.4234910894875,-7063.301711019453,4012,0.21477887665609255,64.40259393625247,3414.734876461426,-3350.3322825251735,1762,0.4410075121520106,-54.05413663649661,7382.817020056329,-7436.871156692826,3611,0.3260671525247267
1.5,467.63587206491763,7330.610063507888,-6862.974191442971,3848,0.20782795297630155,64.40259393625247,3414.734876461426,-3350.3322825251735,1762,0.4410075121520106,-54.05413663649661,7382.817020056329,-7436.871156692826,3611,0.3260671525247267
2.0,442.33916061958035,6404.758358655918,-5962.419198036338,3172,0.17545250979660384,146.5521265681602,3104.4442578179687,-2957.8921312498087,1595,0.4125791721903079,-25.17384976656878,6823.7981466682795,-6848.97199643485,3236,0.30329255596043725
3.0,579.7862497281958,4184.7883440077385,-3605.0020942795422,1788,0.1064097779436462,27.918021334514265,2375.7871808670516,-2347.869159532537,1062,0.321402268375313,-408.98995953304154,5084.854558539828,-5493.84451807287,2178,0.22319104633003645
5.0,601.8035919475917,1575.4415765426447,-973.6379845950532,688,0.038906512409031535,-133.64870075178283,1358.3245734432026,-1491.9732741949854,592,0.17719840919133892,23.480168902692,2287.289846196523,-2263.8096772938306,958,0.09337584591358668
8.0,159.59652320117533,239.93546575367603,-80.3389425525007,108,0.005691360328419481,-18.30386508302695,448.33303014868585,-466.63689523171286,230,0.05420533215495655,-73.62850983819946,356.00772351474666,-429.6362333529462,176,0.015226444560124935
12.0,9.910693927075442,49.84774786635433,-39.93705393927889,24,0.0010263108788953162,38.75035997213061,79.60059271449268,-40.85023274236209,34,0.01296214464575048,22.18628528543931,21.79679309261174,0.3894921928275681,14,0.0008459135866736075
