hedge,signal_price,signal_kind,hedge_frac,mode,threshold_bps,exit_bps,max_hold,jan_net_bps,jan_gross_bps,jan_cost_bps,jan_trades,jan_avgpos,feb_net_bps,feb_gross_bps,feb_cost_bps,feb_trades,feb_avgpos,train_net_bps,train_gross_bps,train_cost_bps,train_trades,train_avgpos,test_net_bps,test_gross_bps,test_cost_bps,test_trades,test_avgpos
official8,micro,raw,0.5,threshold,50,0,60,-950.6930330699066,73.34713518593473,1024.040168255841,266,0.9330149716055757,-1021.2956744060922,79.62776425165521,1100.9234386577473,266,0.9818751703461434,-1971.988707475999,152.97489943758976,2124.963606913589,532,0.9567811215696672,-929.2372993666819,184.07022800255044,1113.307527369232,261,0.8324286051451498
official8,micro,raw,0.5,threshold,50,0,390,-197.72596959195,48.41668210000668,246.14265169195667,38,0.9477284460505937,-169.32776133008886,103.94551239036893,273.27327372045784,38,0.9974107386208776,-367.053730922039,152.3621944903756,519.4159254124145,76,0.9718944716956118,-24.58733267647204,221.8400199577993,246.42735263427136,37,0.8461175359924474
official8,micro,raw,0.5,threshold,50,25,60,-950.6930330699066,73.34713518593473,1024.040168255841,266,0.9330149716055757,-1021.2956744060922,79.62776425165521,1100.9234386577473,266,0.9818751703461434,-1971.988707475999,152.97489943758976,2124.963606913589,532,0.9567811215696672,-929.2372993666819,184.07022800255044,1113.307527369232,261,0.8324286051451498
official8,micro,raw,0.5,threshold,50,25,390,-197.72596959195,48.41668210000668,246.14265169195667,38,0.9477284460505937,-169.32776133008886,103.94551239036893,273.27327372045784,38,0.9974107386208776,-367.053730922039,152.3621944903756,519.4159254124145,76,0.9718944716956118,-24.58733267647204,221.8400199577993,246.42735263427136,37,0.8461175359924474
official8,micro,raw,0.5,threshold,100,0,60,-950.6930330699066,73.34713518593473,1024.040168255841,266,0.9330149716055757,-988.5418755518656,98.73138140819816,1087.2732569600637,266,0.9806486781139275,-1939.2349086217725,172.0785165941327,2111.313425215905,532,0.9561845419594326,-607.8826187104133,293.8232876501045,901.7059063605176,217,0.7035638423412792
official8,micro,raw,0.5,threshold,100,0,390,-197.72596959195,48.41668210000668,246.14265169195667,38,0.9477284460505937,-168.7388925144674,96.74181460774224,265.4807071222097,38,0.9972744617061869,-366.4648621064175,145.15849670774892,511.6233588141663,76,0.9718281850722524,137.5212369780162,338.8665915691272,201.34535459111098,31,0.7255133349067736
official8,micro,raw,0.5,threshold,100,25,60,-950.6930330699066,73.34713518593473,1024.040168255841,266,0.9330149716055757,-988.5418755518656,98.73138140819816,1087.2732569600637,266,0.9806486781139275,-1939.2349086217725,172.0785165941327,2111.313425215905,532,0.9561845419594326,-607.8826187104133,293.8232876501045,901.7059063605176,217,0.7035638423412792
official8,micro,raw,0.5,threshold,100,25,390,-197.72596959195,48.41668210000668,246.14265169195667,38,0.9477284460505937,-168.7388925144674,96.74181460774224,265.4807071222097,38,0.9972744617061869,-366.4648621064175,145.15849670774892,511.6233588141663,76,0.9718281850722524,137.5212369780162,338.8665915691272,201.34535459111098,31,0.7255133349067736
official8,micro,raw,0.5,threshold,150,0,60,-969.9880881165211,52.04125246122368,1022.0293405777447,266,0.9326277749096541,-977.858980067486,24.71924962869935,1002.5782296961855,250,0.9235486508585445,-1947.8470681840074,76.7605020899229,2024.6075702739302,516,0.9282115869017632,-473.0427134528156,199.8652791721405,672.907992624956,151,0.4892612697663441
official8,micro,raw,0.5,threshold,150,0,390,-202.6565347460994,38.419856967205014,241.07639171330436,38,0.9473412493546721,-193.90660522655824,53.426336296524035,247.33294152308235,36,0.9448078495502862,-396.56313997265784,91.84619326372903,488.4093332363868,74,0.9461089752088029,83.83763383563975,247.44729343331494,163.6096595976752,27,0.6215482652820392
official8,micro,raw,0.5,threshold,150,25,60,-969.9880881165211,52.04125246122368,1022.0293405777447,266,0.9326277749096541,-977.858980067486,24.71924962869935,1002.5782296961855,250,0.9235486508585445,-1947.8470681840074,76.7605020899229,2024.6075702739302,516,0.9282115869017632,-473.0427134528156,199.8652791721405,672.907992624956,151,0.4892612697663441
