trial_id,strategy_family,universe,pair_or_basket,method,signal,hedge_method,execution_mode,passive_fill_prob,adverse_selection_bps,entry_z,exit_z,max_hold,z_stop,beta,adf_p,ou_half_life_minutes,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,validation_cost_share,test_gross_bps,test_cost_bps,test_net_bps,test_trades,test_cost_share,test_2x_cost_net_bps,test_latency1_net_bps,sharpe,dsr_pvalue,selected_flag,gate_selected_flag,skip_reason,gate_reason
418,pair_trading,XLK_top20_cleaned,XLK-AVGO,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,2.0,0.5,120.0,,0.1460693017072228,0.0768712027156273,199.77179405295615,-24.43654149883172,83.46924558645122,-107.9057870852829,38.0,3.4157552774168876,-52.894563579881634,155.65984907245223,-208.55441265233387,111.0,2.9428326568452343,-364.21426172478624,-256.3237452890648,-1.1574697990754983,1.0,False,False,,validation_net<=0
294,pair_trading,XLK_top20_cleaned,XLK-AVGO,sscore_ou_gate,sscore,ols,aggressive_cross,0.0,0.0,1.0,0.5,120.0,,0.1460693017072228,0.0768712027156273,199.77179405295615,264.57051805851216,415.30588089508285,-150.73536283657063,106.0,1.5697360535206504,-12.804142281585412,692.706923807632,-705.5110660892174,239.0,54.100220739023285,-1398.217989896849,-980.6604585062244,-2.9429552974979303,1.0,False,False,,validation_net<=0
46,pair_trading,XLK_top20_cleaned,XLK-CSCO,baseline,zscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.3205828327940572,0.7699862889737213,229.17793265691677,-32.86427273888703,96.42127706887608,-129.28554980776312,38.0,2.9339239555051675,-216.2406973905415,282.9776467024454,-499.2183440929869,104.0,1.3086234465447253,-782.1959907954322,-608.9160042097546,-3.011699166675968,1.0,False,False,,validation_net<=0
202,pair_trading,XLK_top20_cleaned,XLK-CSCO,kalman_lagged,zscore,kalman_lagged,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.3066415117168932,0.7699862889737213,219.4775597758778,-364.54068422555224,69.91827093177932,-434.4589551573316,36.0,0.1917982654811686,239.6212410943837,279.7969216787116,-40.17568058432793,98.0,1.1676632689190656,-319.97260226303956,-87.44773405029646,-0.23864411143152148,1.0,False,False,,validation_net<=0
442,pair_trading,XLK_top20_cleaned,XLK-CSCO,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,2.0,0.5,120.0,,0.3205828327940572,0.7699862889737213,229.17793265691677,106.83019569711554,84.40611622082616,22.42407947628939,38.0,0.790096055427381,-216.11808274579946,122.90255892090508,-339.02064166670453,88.0,0.568682441373795,-461.9232005876096,-558.9553217904049,-2.1145486465190753,1.0,False,False,,cost_share>=0.75
321,pair_trading,XLK_top20_cleaned,XLK-CSCO,sscore_ou_gate,sscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.3205828327940572,0.7699862889737213,229.17793265691677,259.5225310708139,64.95526028535498,194.56727078545896,36.0,0.2502875569891508,-283.7236558778819,264.61526215728816,-548.3389180351701,90.0,0.9326513904472659,-812.9541801924582,-620.2031331453468,-3.5350575601268677,1.0,False,False,,2x_cost_net<0
88,pair_trading,XLK_top20_cleaned,XLK-IBM,baseline,zscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.09888069889352176,0.5055174067090747,234.20610087538304,-91.50245754369787,95.63714276809289,-187.13960031179076,40.0,1.045186603020148,-12.948881599549322,238.3067967459703,-251.25567834551967,100.0,18.40365864139683,-489.56247509149,-347.2291853551326,-1.3635635607939414,1.0,False,False,,validation_net<=0
244,pair_trading,XLK_top20_cleaned,XLK-IBM,kalman_lagged,zscore,kalman_lagged,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.08466075644668838,0.5055174067090747,231.05883169869344,36.24696803204441,140.05465598781234,-103.80768795576792,38.0,3.8638998954063126,-24.533086344831894,278.92847576483194,-303.4615621096639,92.0,11.36948168054651,-582.3900378744958,-398.3034747007542,-1.7416963624943524,1.0,False,False,,validation_net<=0
482,pair_trading,XLK_top20_cleaned,XLK-IBM,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,1.5,0.5,120.0,,0.09888069889352176,0.5055174067090747,234.20610087538304,-0.45576583958373273,93.56946282997465,-94.0252286695583,60.0,205.3016147841071,66.42873166083037,279.73346681971043,-213.30473515888002,197.0,4.211031278573319,-493.03820197859045,-473.9014271049863,-0.882917707631099,1.0,False,False,,validation_net<=0
364,pair_trading,XLK_top20_cleaned,XLK-IBM,sscore_ou_gate,sscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.09888069889352176,0.5055174067090747,234.20610087538304,-51.551408050042724,131.68823829034503,-183.23964634038782,44.0,2.5545032283601397,-211.6479046459751,271.77160904060344,-483.41951368657857,92.0,1.2840741773238797,-755.1911227271821,-390.2227039215692,-2.7655179421837275,1.0,False,False,,validation_net<=0
40,pair_trading,XLK_top20_cleaned,XLK-INTC,baseline,zscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.183482887849806,0.7227834737386631,236.5078132152961,238.58498300095593,61.30086321600644,177.28411978494952,30.0,0.25693512829246606,-49.51900335754883,241.30315880220775,-290.82216215975654,102.0,4.872940536785314,-532.1253209619643,-348.58303658936785,-1.7839261264454171,1.0,False,False,,2x_cost_net<0
195,pair_trading,XLK_top20_cleaned,XLK-INTC,kalman_lagged,zscore,kalman_lagged,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.17271439050481224,0.7227834737386631,197.99916345148714,-195.5760276635561,119.82149297353821,-315.3975206370943,38.0,0.6126594061909455,177.70942199874926,321.8637453192722,-144.15432332052302,104.0,1.8111799683954715,-466.0180686397952,-150.4735297678089,-0.8914591775473243,1.0,False,False,,validation_net<=0
435,pair_trading,XLK_top20_cleaned,XLK-INTC,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,2.0,0.5,120.0,4.0,0.183482887849806,0.7227834737386631,236.5078132152961,300.4298729624695,41.118448835691275,259.3114241267783,30.0,0.13686538036391574,-48.38825895042923,151.12300065820904,-199.51125960863823,96.0,3.1231336678805737,-350.6342602668473,-259.13356285814814,-1.2907880564270653,1.0,False,False,,2x_cost_net<0
312,pair_trading,XLK_top20_cleaned,XLK-INTC,sscore_ou_gate,sscore,ols,aggressive_cross,0.0,0.0,1.0,0.5,120.0,,0.183482887849806,0.7227834737386631,236.5078132152961,244.4737734712152,219.78855518383133,24.685218287383847,96.0,0.8990271310624232,104.95251663175067,588.1923813113059,-483.2398646795551,236.0,5.604366623957291,-1071.432245990861,-661.5692500678772,-2.209883698440372,1.0,False,False,,cost_share>=0.75
82,pair_trading,XLK_top20_cleaned,XLK-KLAC,baseline,zscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.09684657338915938,0.20415231288606434,211.91126928030013,90.65569732252706,139.2582782067233,-48.602580884196215,38.0,1.5361227404305562,-91.8611103391826,453.6231666126174,-545.4842769518,109.0,4.938141558900014,-999.1074435644173,-637.7941083303784,-2.8534004006761102,1.0,False,False,,validation_net<=0
236,pair_trading,XLK_top20_cleaned,XLK-KLAC,kalman_lagged,zscore,kalman_lagged,aggressive_cross,0.0,0.0,1.5,0.5,120.0,,0.07228849230119708,0.20415231288606434,200.46157106128695,38.34489399149821,385.9797115058033,-347.6348175143052,62.0,10.06600022395113,-591.9668222313376,918.3412134774181,-1510.3080357087556,207.0,1.551338992303415,-2428.649249186174,-1654.691776975182,-6.0508795373543025,1.0,False,False,,validation_net<=0
477,pair_trading,XLK_top20_cleaned,XLK-KLAC,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,2.0,0.5,120.0,4.0,0.09684657338915938,0.20415231288606434,211.91126928030013,156.22459944841984,81.10434342691663,75.12025602150322,36.0,0.51915219314545,-86.44479602827042,247.6890780643829,-334.1338740926534,103.0,2.8652861646336705,-581.8229521570363,-537.428000160534,-1.7787622359453321,1.0,False,False,,2x_cost_net<0
358,pair_trading,XLK_top20_cleaned,XLK-KLAC,sscore_ou_gate,sscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.09684657338915938,0.20415231288606434,211.91126928030013,-21.961533603999218,157.91961186785088,-179.88114547185012,40.0,7.190736982006282,-351.6201519667669,380.8175432448632,-732.4376952116302,86.0,1.0830367403994976,-1113.2552384564933,-750.7119337048567,-4.404024552762578,1.0,False,False,,validation_net<=0
57,pair_trading,XLK_top20_cleaned,XLK-LRCX,baseline,zscore,ols,aggressive_cross,0.0,0.0,1.5,0.5,120.0,,0.17977997194016287,0.8336242722019149,191.77341986153473,64.45214789731503,226.2905615190754,-161.83841362176037,54.0,3.5109855745940517,-793.023448758084,939.2755721159116,-1732.2990208739955,217.0,1.1844234537917713,-2671.574592989907,-1936.1830094826548,-6.973626795638454,1.0,False,False,,validation_net<=0
213,pair_trading,XLK_top20_cleaned,XLK-LRCX,kalman_lagged,zscore,kalman_lagged,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.1637495544317184,0.8336242722019149,178.9987127363511,107.24101245772161,93.86900731805949,13.372005139662136,26.0,0.8753088502877212,-182.32361135850073,513.2729800953371,-695.5965914538378,106.0,2.8151755895515613,-1208.869571549175,-699.9251105377316,-3.7278406379265823,1.0,False,False,,cost_share>=0.75
454,pair_trading,XLK_top20_cleaned,XLK-LRCX,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,2.0,0.5,120.0,,0.17977997194016287,0.8336242722019149,191.77341986153473,21.22078314353633,51.54259504950607,-30.321811905969774,36.0,2.428873369134141,-156.106031813254,217.501653582541,-373.60768539579493,104.0,1.3932943593283644,-591.109338978336,-705.5997029736654,-2.0458195242730466,1.0,False,False,,validation_net<=0
334,pair_trading,XLK_top20_cleaned,XLK-LRCX,sscore_ou_gate,sscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.17977997194016287,0.8336242722019149,191.77341986153473,141.12372052941927,206.17222017518787,-65.04849964576854,42.0,1.4609324314987027,99.62324297590523,437.84424481253194,-338.2210018366268,102.0,4.39500092281104,-776.0652466491587,-339.5891519512225,-1.878756267373181,1.0,False,False,,validation_net<=0
17,pair_trading,XLK_top20_cleaned,XLK-MSFT,baseline,zscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.09890189312907406,0.2977819522775341,241.53562168395032,22.78183622256208,65.29524338294816,-42.51340716038617,30.0,2.8661097703038863,-60.31170447018588,249.25607962561222,-309.5677840957982,110.0,4.132797801276333,-558.8238637214104,-357.33234580323915,-1.6036897838531863,1.0,False,False,,validation_net<=0
172,pair_trading,XLK_top20_cleaned,XLK-MSFT,kalman_lagged,zscore,kalman_lagged,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.08924998178728798,0.2977819522775341,222.94252116231624,-136.57397174449588,105.82296368259811,-242.39693542709404,36.0,0.7748399078601368,69.2877258472553,300.0859935517086,-230.79826770445322,106.0,4.3310123096441036,-530.884261256162,-210.08679590826466,-1.2488601826426968,1.0,False,False,,validation_net<=0
412,pair_trading,XLK_top20_cleaned,XLK-MSFT,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,2.0,0.5,120.0,,0.09890189312907406,0.2977819522775341,241.53562168395032,38.5131606000074,52.57050963103168,-14.05734903102432,30.0,1.3650011791299617,75.54358079726354,131.55146319953448,-56.007882402270944,104.0,1.7413983003079958,-187.55934560180543,-272.7114953238559,-0.2987192399008578,1.0,False,False,,validation_net<=0
292,pair_trading,XLK_top20_cleaned,XLK-MSFT,sscore_ou_gate,sscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,,0.09890189312907406,0.2977819522775341,241.53562168395032,-27.85350857466103,91.332072258887,-119.18558083354804,36.0,3.279014994253681,-239.2138454320637,265.36492285202104,-504.57876828408484,72.0,1.1093209189991646,-769.9436911361057,-427.43078663971505,-3.0785157871914275,1.0,False,False,,validation_net<=0
28,pair_trading,XLK_top20_cleaned,XLK-MU,baseline,zscore,ols,aggressive_cross,0.0,0.0,2.0,0.5,120.0,4.0,0.1582443979810445,0.7709219780992628,188.88487227975978,-8.988055498133466,142.15382674090029,-151.1418822390338,44.0,15.815859923252713,-314.6799390833782,366.86313786377866,-681.5430769471567,99.0,1.1658294422339197,-1048.4062148109354,-744.6802860463333,-3.965421505553822,1.0,False,False,,validation_net<=0
181,pair_trading,XLK_top20_cleaned,XLK-MU,kalman_lagged,zscore,kalman_lagged,aggressive_cross,0.0,0.0,1.5,0.5,120.0,4.0,0.13795839680072597,0.7709219780992628,180.0213578542554,-249.94046423063332,215.5556423638005,-465.49610659443385,60.0,0.8624279507014754,-294.9402941198203,776.4950779577883,-1071.435372077609,215.0,2.632719548459985,-1847.9304500353971,-1151.6877901062503,-4.584795208855872,1.0,False,False,,validation_net<=0
423,pair_trading,XLK_top20_cleaned,XLK-MU,passive_stress,zscore,ols,passive_entry_stress,0.5,0.5,2.0,0.5,120.0,4.0,0.1582443979810445,0.7709219780992628,188.88487227975978,10.515802980009102,64.66061581978197,-54.14481283977278,44.0,6.148899512733739,-314.78069951618806,168.66574023808133,-483.44643975426953,98.0,0.5358198278907105,-652.1121799923509,-651.7846580617111,-2.8741162293589753,1.0,False,False,,validation_net<=0
