strategy,basket_symbols,basket_weights,m2025_05_gross_bps,m2025_05_cost_bps,m2025_05_net_bps,m2025_05_trades,m2025_05_avg_abs_position,m2025_06_gross_bps,m2025_06_cost_bps,m2025_06_net_bps,m2025_06_trades,m2025_06_avg_abs_position,m2025_07_gross_bps,m2025_07_cost_bps,m2025_07_net_bps,m2025_07_trades,m2025_07_avg_abs_position,m2025_08_gross_bps,m2025_08_cost_bps,m2025_08_net_bps,m2025_08_trades,m2025_08_avg_abs_position,m2025_09_gross_bps,m2025_09_cost_bps,m2025_09_net_bps,m2025_09_trades,m2025_09_avg_abs_position,m2025_10_gross_bps,m2025_10_cost_bps,m2025_10_net_bps,m2025_10_trades,m2025_10_avg_abs_position,m2025_11_gross_bps,m2025_11_cost_bps,m2025_11_net_bps,m2025_11_trades,m2025_11_avg_abs_position,m2025_12_gross_bps,m2025_12_cost_bps,m2025_12_net_bps,m2025_12_trades,m2025_12_avg_abs_position,m2026_01_gross_bps,m2026_01_cost_bps,m2026_01_net_bps,m2026_01_trades,m2026_01_avg_abs_position,m2026_02_gross_bps,m2026_02_cost_bps,m2026_02_net_bps,m2026_02_trades,m2026_02_avg_abs_position,m2026_03_gross_bps,m2026_03_cost_bps,m2026_03_net_bps,m2026_03_trades,m2026_03_avg_abs_position,m2026_04_gross_bps,m2026_04_cost_bps,m2026_04_net_bps,m2026_04_trades,m2026_04_avg_abs_position,m2026_05_gross_bps,m2026_05_cost_bps,m2026_05_net_bps,m2026_05_trades,m2026_05_avg_abs_position,nov_gross_bps,nov_cost_bps,nov_net_bps,nov_trades,nov_avg_abs_position,dec_gross_bps,dec_cost_bps,dec_net_bps,dec_trades,dec_avg_abs_position,jan_gross_bps,jan_cost_bps,jan_net_bps,jan_trades,jan_avg_abs_position,feb_gross_bps,feb_cost_bps,feb_net_bps,feb_trades,feb_avg_abs_position,mar_gross_bps,mar_cost_bps,mar_net_bps,mar_trades,mar_avg_abs_position,apr_gross_bps,apr_cost_bps,apr_net_bps,apr_trades,apr_avg_abs_position,train_gross_bps,train_cost_bps,train_net_bps,train_trades,train_avg_abs_position,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,validation_avg_abs_position,test_gross_bps,test_cost_bps,test_net_bps,test_trades,test_avg_abs_position,train_fold_positive_rate,train_worst_month_bps,all_net_bps
micro_shrink_0.75_cw10d_e60_x0_mh240,NVDA AAPL MSFT AVGO MU,NVDA:0.3112 AAPL:0.2654 MSFT:0.1986 AVGO:0.1289 MU:0.0959,-454.10506274045304,215.02004747080454,-669.1251102112575,66,0.7964233219010289,26.49732964960627,237.21035029458636,-210.71302064498013,76,0.9412294238683128,37.457257548947354,246.4940151123126,-209.03675756336526,82,0.9173974875562929,100.10513118720255,168.67403062540288,-68.56889943820032,60,0.7138121546961326,195.41724321366695,161.28132694717723,34.1359162664897,68,0.8011049723756906,456.81944215039573,273.89761220439726,182.92182994599844,86,0.9274373881932021,12.463530508890486,353.63319735841566,-341.1696668495252,62,0.7929862715780889,-961.782558096882,285.43822117037104,-1247.2207792672532,84,0.9492941176470588,-22.723235542825293,143.97523516309377,-166.69847070591914,58,0.7208134895095893,167.88893502573288,143.35009768798622,24.5388373377467,70,0.9122163337409974,156.5678691378469,189.01300736724212,-32.44513822939526,76,0.8534492889881302,-724.1592451693534,138.18653759818895,-862.3457827675423,75,0.9117683151306909,0.0,0.0,0.0,0,0.0,12.463530508890486,353.63319735841566,-341.1696668495252,62,0.7929862715780889,-961.782558096882,285.43822117037104,-1247.2207792672532,84,0.9492941176470588,-22.723235542825293,143.97523516309377,-166.69847070591914,58,0.7208134895095893,167.88893502573288,143.35009768798622,24.5388373377467,70,0.9122163337409974,156.5678691378469,189.01300736724212,-32.44513822939526,76,0.8534492889881302,-724.1592451693534,138.18653759818895,-862.3457827675423,75,0.9117683151306909,-609.8509221214509,2085.6240363465613,-2695.474958468012,642,0.842445178732352,167.88893502573288,143.35009768798622,24.5388373377467,70,0.9122163337409974,-567.5913760315066,327.1995449654311,-894.7909209969378,151,0.8819786288870213,0.2222222222222222,-1247.2207792672532,-3565.7270421272033
