pair,stock,beta,entry_z,exit_z,max_holding_minutes,stop_z,execution_model,sample,gross_bps,cost_bps,net_bps,num_trades,turnover,win_rate,avg_holding_minutes,max_drawdown_bps,sharpe_or_tstat
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,60,-1.0,actual_bidask_fills,train,420.68231161170644,952.3496173961465,-531.6673057844401,101,202.0,0.44554455445544555,46.89108910891089,-637.0464377339058,-1.4374920711005617
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,60,-1.0,actual_bidask_fills,validation,736.185777035816,1132.2636900931293,-396.0779130573133,82,164.0,0.4878048780487805,45.25609756097561,-683.0040446438624,-0.8142796325122219
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,60,-1.0,actual_bidask_fills,test,2112.1436863555055,3235.231922298727,-1123.0882359432214,145,288.0,0.4413793103448276,41.53103448275862,-1320.9941911480082,-2.1710358969695487
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,120,-1.0,actual_bidask_fills,train,405.6334079898516,811.5190158296315,-405.8856078397799,65,128.0,0.5076923076923077,73.47692307692307,-458.40408090332295,-1.2209996774062122
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,120,-1.0,actual_bidask_fills,validation,763.624554627027,1047.153666946956,-283.529112319929,54,108.0,0.6111111111111112,69.9074074074074,-554.2914058528759,-0.6096472024411995
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,120,-1.0,actual_bidask_fills,test,1910.8006250703813,3169.927594258839,-1259.1269691884577,101,202.0,0.49504950495049505,60.07920792079208,-1488.6608075563324,-2.088622223705772
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,240,-1.0,actual_bidask_fills,train,454.2262551537224,757.4194032884396,-303.1931481347172,48,96.0,0.625,101.47916666666667,-436.6154039006709,-0.9434598708701408
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,240,-1.0,actual_bidask_fills,validation,690.6953879283595,995.1061995570676,-304.4108116287081,38,76.0,0.6578947368421053,99.78947368421052,-577.7858258828505,-0.6021224642006207
XLK-AAPL,AAPL,0.027742057074438543,1.0,0.75,240,-1.0,actual_bidask_fills,test,2026.0128151923063,2891.5520174946964,-865.53920230239,79,158.0,0.5189873417721519,77.32911392405063,-1047.2350496025217,-1.5625574103393547
XLK-AAPL,AAPL,0.027742057074438543,1.25,0.0,-1,-1.0,actual_bidask_fills,train,270.6393346000002,565.413380469062,-294.77404586906175,18,36.0,0.3888888888888889,311.6111111111111,-385.99992349229944,-1.1097790143666022
XLK-AAPL,AAPL,0.027742057074438543,1.25,0.0,-1,-1.0,actual_bidask_fills,validation,804.2422030714214,872.2928725244383,-68.05066945301697,19,38.0,0.3684210526315789,244.42105263157896,-521.7145131868683,-0.14211245987157287
XLK-AAPL,AAPL,0.027742057074438543,1.25,0.0,-1,-1.0,actual_bidask_fills,test,891.0391124104855,1680.0248621611313,-788.9857497506458,33,67.0,0.36363636363636365,196.96969696969697,-788.9857497506458,-1.618008945534005
