pair,stock,beta,entry_z,exit_z,max_holding_minutes,stop_z,sample,gross_bps,cost_bps,net_bps,num_trades,win_rate,avg_holding_minutes
XLK-AMD,AMD,0.0381438976400877,2.75,0.0,120,,validation,130.8105952858125,36.08428657949985,94.72630870631265,4,0.5,119.5
XLK-AMD,AMD,0.0381438976400877,2.75,0.0,240,,test,420.6574121293486,689.4680936320011,-268.8106815026525,14,0.5,121.21428571428571
XLK-AMD,AMD,0.0381438976400877,2.75,0.0,240,,train,276.06259781439167,259.55211595128344,16.510481863108218,3,0.6666666666666666,173.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.0,240,,validation,92.4010870431956,41.15639894829429,51.24468809490132,3,0.6666666666666666,183.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,-1,,test,449.12418485157536,671.0222056119511,-221.89802076037574,13,0.5384615384615384,158.84615384615384
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,-1,,train,273.47103089498194,259.33248531904337,14.138545575938629,3,0.3333333333333333,226.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,-1,,validation,85.00698977751065,25.807775666398648,59.19921411111201,2,0.5,276.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,30,,test,1111.1257197054042,1070.6431648394798,40.48255486592421,30,0.5,25.6
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,30,,train,188.34358434975275,121.21513703069992,67.12844731905281,5,0.6,30.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,30,,validation,-54.10322508933966,84.48667328007767,-138.5898983694173,9,0.3333333333333333,30.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,60,,test,990.1326708474749,1028.9971827402926,-38.86451189281774,20,0.45,46.9
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,60,,train,326.44567918772645,270.09657168246576,56.34910750526069,4,0.5,54.75
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,60,,validation,-71.10702122132518,6.064703953245948,-77.17172517457112,5,0.2,60.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,120,,test,909.6585668662844,986.3768567955633,-76.7182899292789,15,0.4666666666666667,79.66666666666667
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,120,,train,317.47990142410725,264.12360556258227,53.356295861524984,3,0.3333333333333333,93.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,120,,validation,130.8105952858125,36.08428657949985,94.72630870631265,4,0.5,119.5
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,240,,test,408.3987657304897,689.2915703227243,-280.8928045922346,14,0.5,121.07142857142857
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,240,,train,276.06259781439167,259.55211595128344,16.510481863108218,3,0.6666666666666666,173.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.25,240,,validation,92.4010870431956,41.15639894829429,51.24468809490132,3,0.6666666666666666,183.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,-1,,test,546.1455466357687,680.5956918092788,-134.4501451735102,13,0.5384615384615384,132.46153846153845
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,-1,,train,273.47103089498194,259.33248531904337,14.138545575938629,3,0.3333333333333333,226.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,-1,,validation,85.00698977751065,25.807775666398648,59.19921411111201,2,0.5,276.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,30,,test,1111.1257197054042,1070.6431648394798,40.48255486592421,30,0.5,25.6
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,30,,train,188.34358434975275,121.21513703069992,67.12844731905281,5,0.6,30.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,30,,validation,-54.10322508933966,84.48667328007767,-138.5898983694173,9,0.3333333333333333,30.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,60,,test,990.1326708474749,1028.9971827402926,-38.86451189281774,20,0.45,46.9
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,60,,train,326.44567918772645,270.09657168246576,56.34910750526069,4,0.5,54.75
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,60,,validation,-71.10702122132518,6.064703953245948,-77.17172517457112,5,0.2,60.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,120,,test,913.4914113104961,980.8340631505298,-67.34265184003362,15,0.4666666666666667,78.6
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,120,,train,317.47990142410725,264.12360556258227,53.356295861524984,3,0.3333333333333333,93.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,120,,validation,130.8105952858125,36.08428657949985,94.72630870631265,4,0.5,119.5
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,240,,test,528.3882124160616,694.105331832657,-165.71711941659555,14,0.5,106.57142857142857
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,240,,train,276.06259781439167,259.55211595128344,16.510481863108218,3,0.6666666666666666,173.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.5,240,,validation,92.4010870431956,41.15639894829429,51.24468809490132,3,0.6666666666666666,183.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,-1,,test,533.5675566995313,696.8653917222629,-163.29783502273168,13,0.5384615384615384,128.53846153846155
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,-1,,train,324.0530291701966,259.3982433575637,64.65478581263298,3,0.6666666666666666,136.33333333333334
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,-1,,validation,85.00698977751065,25.807775666398648,59.19921411111201,2,0.5,276.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,30,,test,1111.1257197054042,1070.6431648394798,40.48255486592421,30,0.5,25.6
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,30,,train,202.85492440695495,119.56519485088293,83.28972955607202,5,0.8,25.8
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,30,,validation,-54.10322508933966,84.48667328007767,-138.5898983694173,9,0.3333333333333333,30.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,60,,test,1015.9657871588013,1042.0635796540332,-26.09779249523212,20,0.45,46.05
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,60,,train,339.4130171609431,268.88672079564833,70.5262963652948,4,0.75,42.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,60,,validation,-71.10702122132518,6.064703953245948,-77.17172517457112,5,0.2,60.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,120,,test,912.1609267281312,993.8079267033446,-81.6469999752133,15,0.4666666666666667,78.4
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,120,,train,343.55362697122223,261.3742315664599,82.17939540476239,3,0.6666666666666666,56.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,120,,validation,130.8105952858125,36.08428657949985,94.72630870631265,4,0.5,119.5
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,240,,test,515.8102224798241,710.3750317456411,-194.56480926581705,14,0.5,102.92857142857143
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,240,,train,349.6032904866423,259.4884865691997,90.11480391744254,3,1.0,96.0
XLK-AMD,AMD,0.0381438976400877,2.75,0.75,240,,validation,92.4010870431956,41.15639894829429,51.24468809490132,3,0.6666666666666666,183.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,-1,,test,536.1643143633283,683.6430260581417,-147.4787116948133,13,0.5384615384615384,127.23076923076923
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,-1,,train,314.0874097133866,259.88838789962483,54.19902181376172,3,0.6666666666666666,133.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,-1,,validation,182.25226783307647,243.04475970895365,-60.79249187587716,2,0.5,271.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,30,,test,1111.1257197054042,1070.6431648394798,40.48255486592421,30,0.5,25.6
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,30,,train,192.8893049501449,120.05533939294412,72.83396555720077,5,0.8,24.2
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,30,,validation,-54.10322508933966,84.48667328007767,-138.5898983694173,9,0.3333333333333333,30.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,60,,test,1015.9657871588013,1042.0635796540332,-26.09779249523212,20,0.45,46.05
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,60,,train,329.44739770413304,269.3768653377095,60.07053236642354,4,0.75,40.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,60,,validation,-71.10702122132518,6.064703953245948,-77.17172517457112,5,0.2,60.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,120,,test,898.7273679807248,980.6586007400381,-81.93123275931316,15,0.4666666666666667,78.06666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,120,,train,333.5880075144122,261.86437610852107,71.72363140589113,3,0.6666666666666666,53.333333333333336
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,120,,validation,130.8105952858125,36.08428657949985,94.72630870631265,4,0.5,119.5
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,240,,test,502.3766637324177,697.2257057823346,-194.8490420499169,14,0.5,102.57142857142857
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,240,,train,339.63767102983223,259.97863111126094,79.65903991857128,3,1.0,93.33333333333333
XLK-AMD,AMD,0.0381438976400877,2.75,1.0,240,,validation,189.6463650987614,258.3933829908493,-68.74701789208785,3,0.6666666666666666,180.33333333333334
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,-1,,test,637.5972812657567,823.0605712036196,-185.46328993786298,14,0.5,111.64285714285714
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,-1,,train,314.0874097133866,259.88838789962483,54.19902181376172,3,0.6666666666666666,133.66666666666666
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,-1,,validation,128.62219870664694,23.70162182532514,104.92057688132181,2,0.5,243.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,30,,test,1281.8188380332053,1212.7780916058853,69.04074642732016,30,0.4666666666666667,24.733333333333334
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,30,,train,192.8893049501449,120.05533939294412,72.83396555720077,5,0.8,24.2
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,30,,validation,-54.10322508933966,84.48667328007767,-138.5898983694173,9,0.3333333333333333,30.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,60,,test,1161.5606630001116,1150.1004427638663,11.460220236245078,20,0.45,43.25
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,60,,train,329.44739770413304,269.3768653377095,60.07053236642354,4,0.75,40.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,60,,validation,-71.10702122132518,6.064703953245948,-77.17172517457112,5,0.2,60.0
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,120,,test,1013.373709641596,1134.0169374157422,-120.64322777414615,16,0.4375,72.5
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,120,,train,333.5880075144122,261.86437610852107,71.72363140589113,3,0.6666666666666666,53.333333333333336
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,120,,validation,130.8105952858125,36.08428657949985,94.72630870631265,4,0.5,119.5
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,240,,test,656.0541307325373,842.2894371498394,-186.2353064173021,15,0.4666666666666667,94.26666666666667
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,240,,train,339.63767102983223,259.97863111126094,79.65903991857128,3,1.0,93.33333333333333
XLK-AMD,AMD,0.0381438976400877,2.75,1.25,240,,validation,136.01629597233187,39.05024510722078,96.96605086511111,3,0.6666666666666666,161.66666666666666
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,-1,,test,577.4636572050294,671.1724435754027,-93.70878637037323,11,0.5454545454545454,166.8181818181818
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,-1,,train,5.125453663262379,4.7730332781906935,0.3524203850716859,1,1.0,340.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,-1,,validation,-43.62176974374681,21.661144150598517,-65.28291389434534,1,0.0,362.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,30,,test,941.0740133007777,914.2080360561913,26.865977244586333,17,0.5294117647058824,26.176470588235293
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,30,,train,13.361058726862463,6.398105482203929,6.962953244658536,2,0.5,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,30,,validation,-19.343776942277863,58.30232960160449,-77.64610654388235,4,0.25,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,60,,test,1004.4988203669864,1006.0130728919238,-1.5142525249374685,14,0.5,45.357142857142854
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,60,,train,6.9570216349232785,4.797074918864012,2.1599467160592662,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,60,,validation,-16.861216934020717,4.075595944734499,-20.93681287875522,2,0.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,120,,test,1039.8785630014945,1002.0275031971527,37.851059804341816,12,0.5,74.66666666666667
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,120,,train,21.05843510544863,5.20541853208095,15.853016573367679,1,1.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,120,,validation,-79.10530508409586,4.0508527234856135,-83.15615780758148,2,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,240,,test,592.641137142954,664.335310601667,-71.69417345871301,11,0.5454545454545454,122.36363636363636
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,240,,train,12.41077570514536,4.797563188845175,7.613212516300184,1,1.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.0,240,,validation,-148.1684684802743,14.477286480998439,-162.64575496127276,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,-1,,test,565.2050108061705,670.9959202661258,-105.79090945995532,11,0.5454545454545454,166.63636363636363
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,-1,,train,5.125453663262379,4.7730332781906935,0.3524203850716859,1,1.0,340.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,-1,,validation,-43.62176974374681,21.661144150598517,-65.28291389434534,1,0.0,362.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,30,,test,928.8153669019188,914.0315127469145,14.783854155004251,17,0.5294117647058824,26.058823529411764
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,30,,train,13.361058726862463,6.398105482203929,6.962953244658536,2,0.5,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,30,,validation,-19.343776942277863,58.30232960160449,-77.64610654388235,4,0.25,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,60,,test,992.2401739681275,1005.836549582647,-13.596375614519552,14,0.5,45.214285714285715
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,60,,train,6.9570216349232785,4.797074918864012,2.1599467160592662,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,60,,validation,-16.861216934020717,4.075595944734499,-20.93681287875522,2,0.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,120,,test,1027.6199166026356,1001.8509798878758,25.768936714759718,12,0.5,74.5
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,120,,train,21.05843510544863,5.20541853208095,15.853016573367679,1,1.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,120,,validation,-79.10530508409586,4.0508527234856135,-83.15615780758148,2,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,240,,test,580.3824907440951,664.1587872923901,-83.77629654829508,11,0.5454545454545454,122.18181818181819
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,240,,train,12.41077570514536,4.797563188845175,7.613212516300184,1,1.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.25,240,,validation,-148.1684684802743,14.477286480998439,-162.64575496127276,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,-1,,test,662.226372590364,680.5694064634537,-18.343033873089666,11,0.5454545454545454,135.45454545454547
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,-1,,train,5.125453663262379,4.7730332781906935,0.3524203850716859,1,1.0,340.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,-1,,validation,-43.62176974374681,21.661144150598517,-65.28291389434534,1,0.0,362.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,30,,test,928.8153669019188,914.0315127469145,14.783854155004251,17,0.5294117647058824,26.058823529411764
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,30,,train,13.361058726862463,6.398105482203929,6.962953244658536,2,0.5,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,30,,validation,-19.343776942277863,58.30232960160449,-77.64610654388235,4,0.25,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,60,,test,992.2401739681275,1005.836549582647,-13.596375614519552,14,0.5,45.214285714285715
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,60,,train,6.9570216349232785,4.797074918864012,2.1599467160592662,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,60,,validation,-16.861216934020717,4.075595944734499,-20.93681287875522,2,0.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,120,,test,1036.5470115921619,1001.981111254471,34.56590033769089,12,0.5,73.08333333333333
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,120,,train,21.05843510544863,5.20541853208095,15.853016573367679,1,1.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,120,,validation,-79.10530508409586,4.0508527234856135,-83.15615780758148,2,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,240,,test,702.1154876442837,674.1622348018977,27.953252842385893,11,0.5454545454545454,103.54545454545455
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,240,,train,12.41077570514536,4.797563188845175,7.613212516300184,1,1.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.5,240,,validation,-148.1684684802743,14.477286480998439,-162.64575496127276,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,-1,,test,649.6483826541266,696.8391063764377,-47.190723722311176,11,0.5454545454545454,130.8181818181818
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,-1,,train,5.125453663262379,4.7730332781906935,0.3524203850716859,1,1.0,340.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,-1,,validation,-43.62176974374681,21.661144150598517,-65.28291389434534,1,0.0,362.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,30,,test,928.8153669019188,914.0315127469145,14.783854155004251,17,0.5294117647058824,26.058823529411764
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,30,,train,13.361058726862463,6.398105482203929,6.962953244658536,2,0.5,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,30,,validation,-19.343776942277863,58.30232960160449,-77.64610654388235,4,0.25,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,60,,test,992.2401739681275,1005.836549582647,-13.596375614519552,14,0.5,45.214285714285715
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,60,,train,6.9570216349232785,4.797074918864012,2.1599467160592662,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,60,,validation,-16.861216934020717,4.075595944734499,-20.93681287875522,2,0.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,120,,test,1062.572527634604,1028.1051700519718,34.46735758263233,12,0.5,70.66666666666667
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,120,,train,21.05843510544863,5.20541853208095,15.853016573367679,1,1.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,120,,validation,-79.10530508409586,4.0508527234856135,-83.15615780758148,2,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,240,,test,689.5374977080462,690.4319347148819,-0.8944370068356022,11,0.5454545454545454,98.9090909090909
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,240,,train,12.41077570514536,4.797563188845175,7.613212516300184,1,1.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,0.75,240,,validation,-148.1684684802743,14.477286480998439,-162.64575496127276,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,-1,,test,652.2451403179235,683.6167407123164,-31.371600394392942,11,0.5454545454545454,129.27272727272728
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,-1,,train,5.125453663262379,4.7730332781906935,0.3524203850716859,1,1.0,340.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,-1,,validation,-43.62176974374681,21.661144150598517,-65.28291389434534,1,0.0,362.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,30,,test,928.8153669019188,914.0315127469145,14.783854155004251,17,0.5294117647058824,26.058823529411764
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,30,,train,13.361058726862463,6.398105482203929,6.962953244658536,2,0.5,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,30,,validation,-19.343776942277863,58.30232960160449,-77.64610654388235,4,0.25,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,60,,test,992.2401739681275,1005.836549582647,-13.596375614519552,14,0.5,45.214285714285715
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,60,,train,6.9570216349232785,4.797074918864012,2.1599467160592662,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,60,,validation,-16.861216934020717,4.075595944734499,-20.93681287875522,2,0.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,120,,test,1049.1389688871977,1014.9558440886651,34.18312479853242,12,0.5,70.25
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,120,,train,21.05843510544863,5.20541853208095,15.853016573367679,1,1.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,120,,validation,-79.10530508409586,4.0508527234856135,-83.15615780758148,2,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,240,,test,676.1039389606397,677.2826087515753,-1.178669790935544,11,0.5454545454545454,98.45454545454545
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,240,,train,12.41077570514536,4.797563188845175,7.613212516300184,1,1.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.0,240,,validation,-148.1684684802743,14.477286480998439,-162.64575496127276,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,-1,,test,750.7367396109289,827.85737455952,-77.12063494859119,12,0.5,112.16666666666667
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,-1,,train,5.125453663262379,4.7730332781906935,0.3524203850716859,1,1.0,340.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,-1,,validation,-43.62176974374681,21.661144150598517,-65.28291389434534,1,0.0,362.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,30,,test,1086.292387673001,1053.0045636572254,33.28782401577553,18,0.5555555555555556,25.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,30,,train,13.361058726862463,6.398105482203929,6.962953244658536,2,0.5,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,30,,validation,-19.343776942277863,58.30232960160449,-77.64610654388235,4,0.25,30.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,60,,test,1159.4540042344224,1130.4297959078453,29.02420832657704,15,0.4666666666666667,44.733333333333334
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,60,,train,6.9570216349232785,4.797074918864012,2.1599467160592662,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,60,,validation,-16.861216934020717,4.075595944734499,-20.93681287875522,2,0.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,120,,test,1156.6164939530577,1162.0232232461522,-5.406729293094742,13,0.46153846153846156,64.3076923076923
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,120,,train,21.05843510544863,5.20541853208095,15.853016573367679,1,1.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,120,,validation,-79.10530508409586,4.0508527234856135,-83.15615780758148,2,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,240,,test,808.2730965025855,827.4298811140503,-19.156784611464857,12,0.5,88.41666666666667
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,240,,train,12.41077570514536,4.797563188845175,7.613212516300184,1,1.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.0,1.25,240,,validation,-148.1684684802743,14.477286480998439,-162.64575496127276,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,-1,,test,686.2423611760078,662.865485753423,23.376875422584796,6,0.5,166.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,-1,,validation,-6.124983254426307,24.10798265180464,-30.232965906230948,1,0.0,352.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,30,,test,765.1213003569505,645.6311826965864,119.49011766036412,6,0.8333333333333334,24.5
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,30,,validation,-27.26841277703126,3.987322641069654,-31.25573541810091,1,0.0,30.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,60,,test,797.594538381468,646.4436247484336,151.1509136330343,6,0.6666666666666666,44.5
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,60,,validation,18.182093206613217,3.4363898481588806,14.745703358454337,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,120,,test,799.056100963223,663.7109500294216,135.34515093380142,6,0.6666666666666666,78.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,120,,validation,-22.959442152681973,3.313665406715465,-26.273107559397438,1,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,240,,test,674.0792826065742,680.2755076460421,-6.196225039467976,6,0.5,124.33333333333333
XLK-AMD,AMD,0.0381438976400877,3.5,0.0,240,,validation,-129.6491335639118,3.7720981728047285,-133.42123173671652,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,-1,,test,673.9837147771489,662.688962444146,11.294752333002712,6,0.5,165.66666666666666
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,-1,,validation,-6.124983254426307,24.10798265180464,-30.232965906230948,1,0.0,352.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,30,,test,752.8626539580916,645.4546593873097,107.40799457078204,6,0.8333333333333334,24.166666666666668
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,30,,validation,-27.26841277703126,3.987322641069654,-31.25573541810091,1,0.0,30.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,60,,test,785.3358919826092,646.2671014391569,139.06879054345222,6,0.6666666666666666,44.166666666666664
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,60,,validation,18.182093206613217,3.4363898481588806,14.745703358454337,1,1.0,60.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,120,,test,786.7974545643641,663.5344267201447,123.26302784421934,6,0.6666666666666666,77.66666666666667
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,120,,validation,-22.959442152681973,3.313665406715465,-26.273107559397438,1,0.0,120.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,240,,test,661.8206362077153,680.0989843367654,-18.27834812905006,6,0.5,124.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.25,240,,validation,-129.6491335639118,3.7720981728047285,-133.42123173671652,1,0.0,240.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.5,-1,,test,718.5562532175986,662.3256558286862,56.230597388912294,6,0.5,119.83333333333333
XLK-AMD,AMD,0.0381438976400877,3.5,0.5,-1,,validation,-6.124983254426307,24.10798265180464,-30.232965906230948,1,0.0,352.0
XLK-AMD,AMD,0.0381438976400877,3.5,0.5,30,,test,752.8626539580916,645.4546593873097,107.40799457078204,6,0.8333333333333334,24.166666666666668
