pair,stock,spread_type,entry_z,exit_z,execution_scenario,month,gross_bps,cost_bps,net_bps,trades
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-05,11.20517403155219,95.40133440692122,-84.19616037536902,18
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-06,-24.07372297118293,64.2374502457104,-88.31117321689334,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-07,-3.9818531233759558,30.994120641424402,-34.975973764800365,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-08,23.483612625474493,10.945948858874889,12.5376637665996,8
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-09,192.061142492026,40.83668635763313,151.22445613439282,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-10,-161.8528030294808,21.810277652078423,-183.66308068155922,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-11,-14.946293316411285,117.61774224525963,-132.56403556167092,16
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2025-12,-26.016531087513783,15.253102656895127,-41.26963374440891,6
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2026-01,-51.36761867755801,13.674203875156868,-65.04182255271489,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2026-02,407.6109826189622,35.19500596295714,372.4159766560051,11
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2026-03,-2.490974226629916,23.786883481171095,-26.277857707801,11
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency1,2026-04,54.57884644446409,10.447136640040359,44.13170980442374,6
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-05,21.690698428509236,118.6006617136899,-96.9099632851807,18
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-06,-7.043470937615481,59.82309372100508,-66.86656465862056,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-07,7.979324354874251,55.11716971627346,-47.13784536139923,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-08,46.00143804077916,26.592844517601687,19.40859352317751,8
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-09,148.95979227465438,46.958495022917354,102.00129725173704,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-10,-153.86978550878894,27.786230243015385,-181.65601575180432,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-11,-3.5378084629922313,95.24485472652931,-98.78266318952157,16
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2025-12,-16.287863676271996,26.383170078251833,-42.67103375452384,6
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2026-01,-101.66551666261014,16.118920433130732,-117.78443709574088,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2026-02,403.26164655690275,35.85700906504308,367.4046374918597,11
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2026-03,-1.399626408407073,42.07474021261965,-43.47436662102671,11
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency2,2026-04,64.78785501156104,10.741314106088739,54.04654090547231,6
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-05,27.112816814547358,85.62262472314698,-58.50980790859962,18
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-06,-30.281231101731976,58.777157935260334,-89.0583890369923,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-07,15.527769498673294,28.60326389829369,-13.07549439962041,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-08,1.0557291906376776,13.63471744298776,-12.578988252350092,8
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-09,175.39905422251144,29.33526076946172,146.06379345304973,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-10,-183.88548320118048,20.735959692783904,-204.6214428939644,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-11,25.976626479984333,96.12643993363336,-70.14981345364902,16
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2025-12,13.22030948184505,18.519773698717998,-5.299464216872935,6
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2026-01,-71.09191485047184,19.7145382090626,-90.80645305953445,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2026-02,360.48242363769134,17.710439727921198,342.7719839097701,11
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2026-03,-23.654297928770163,22.85032704148833,-46.50462497025852,11
XLK-INTC,INTC,direct_log_price,2.5,0.5,exact_bidask_latency5,2026-04,45.791319144390386,9.909143106007814,35.882176038382546,6
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-05,-1.708965651054939,0.0,-1.708965651054939,18
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-06,-20.612832944397752,0.0,-20.612832944397752,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-07,-43.51781786787079,0.0,-43.51781786787079,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-08,25.03862255567313,0.0,25.03862255567313,8
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-09,197.87704641929693,0.0,197.87704641929693,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-10,-164.7453807908139,0.0,-164.7453807908139,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-11,3.7283247495079053,0.0,3.7283247495079053,16
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2025-12,-19.219394200273854,0.0,-19.219394200273854,6
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2026-01,-55.20440687272199,0.0,-55.20440687272199,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2026-02,387.1599368137702,0.0,387.1599368137702,12
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2026-03,13.941735202198657,0.0,13.941735202198657,10
XLK-INTC,INTC,direct_log_price,2.5,0.5,clipped_last_trade_proxy,2026-04,53.68441660829504,0.0,53.68441660829504,6
