decision,reason,selected_strategy,train_scheme,model_name,horizon_min,label_edge_bps,confidence,train_net_bps,validation_net_bps,mar_net_bps,apr_net_bps,test_net_bps,test_trades,test_2x_cost_net_bps,latency1_test_net_bps,validation_balanced_accuracy,test_balanced_accuracy
diagnostic_only,selected on metadata validation only; test is holdout,train_all_rf_depth4_h60_edge5_p0.4,train_all,rf_depth4,60,5.0,0.4,1629.0517862933962,104.31768035007427,-18.533477072979746,-253.1389487147822,-271.6724257877619,480,-931.3078012143532,-162.02600082196665,0.4006767988805206,0.4361668117185768
