decision,reason,horizon_min,top_n,basket_symbols,threshold_pred_bps,edge_mult,train_net_bps,validation_net_bps,test_net_bps,test_trades
no_trade,no validation-positive threshold with enough trades,5,5,NVDA AAPL MSFT AVGO MU,8.0,2.5,0.0,0.0,0.0,0.0
