stock,pair,spread_type,execution_scenario,beta,entry_z,exit_z,sample,gross_bps,cost_bps,net_bps,trades,avg_abs_position
AAPL,XLK-AAPL,price_regression_residual,clipped_last_trade_proxy,-0.46192606925982194,1.25,0.5,test,-172.43369234349439,0.0,-172.43369234349439,73,0.6079387616519538
MSFT,XLK-MSFT,cum_residual_return,no_cost_midpoint,0.09890189312907406,1.5,0.5,train,703.2157022646016,0.0,703.2157022646016,346,0.4974412918633081
MSFT,XLK-MSFT,cum_residual_return,no_cost_midpoint,0.09890189312907406,1.5,0.5,validation,18.596687088288792,0.0,18.596687088288792,28,0.5793113180920124
MSFT,XLK-MSFT,cum_residual_return,no_cost_midpoint,0.09890189312907406,1.5,0.5,test,-436.52560752281386,0.0,-436.52560752281386,91,0.6832520525958392
MSFT,XLK-MSFT,cum_residual_return,quarter_spread_cost,0.09890189312907406,1.5,0.5,train,703.2157022646016,657.6959964716748,45.51970579292706,346,0.4974412918633081
MSFT,XLK-MSFT,cum_residual_return,quarter_spread_cost,0.09890189312907406,1.5,0.5,validation,18.596687088288792,48.327934487233755,-29.73124739894497,28,0.5793113180920124
MSFT,XLK-MSFT,cum_residual_return,quarter_spread_cost,0.09890189312907406,1.5,0.5,test,-436.52560752281386,138.66460943486905,-575.1902169576828,91,0.6832520525958392
MSFT,XLK-MSFT,cum_residual_return,half_spread_taker_cost,0.09890189312907406,1.5,0.5,train,703.2157022646016,1315.3919929433496,-612.1762906787478,346,0.4974412918633081
MSFT,XLK-MSFT,cum_residual_return,half_spread_taker_cost,0.09890189312907406,1.5,0.5,validation,18.596687088288792,96.65586897446751,-78.05918188617866,28,0.5793113180920124
MSFT,XLK-MSFT,cum_residual_return,half_spread_taker_cost,0.09890189312907406,1.5,0.5,test,-436.52560752281386,277.3292188697381,-713.854826392552,91,0.6832520525958392
MSFT,XLK-MSFT,cum_residual_return,clipped_last_trade_proxy,0.09890189312907406,1.5,0.5,train,384.3894265105331,0.0,384.3894265105331,346,0.4974412918633081
MSFT,XLK-MSFT,cum_residual_return,clipped_last_trade_proxy,0.09890189312907406,1.5,0.5,validation,-17.197488616055924,0.0,-17.197488616055924,28,0.5793113180920124
MSFT,XLK-MSFT,cum_residual_return,clipped_last_trade_proxy,0.09890189312907406,1.5,0.5,test,-464.07218957956786,0.0,-464.07218957956786,91,0.6832520525958392
MSFT,XLK-MSFT,direct_log_price,no_cost_midpoint,0.09890189312907406,1.0,0.5,train,1242.7401783220394,0.0,1242.7401783220394,428,0.6801188377779042
MSFT,XLK-MSFT,direct_log_price,no_cost_midpoint,0.09890189312907406,1.0,0.5,validation,487.38999129637864,0.0,487.38999129637864,46,0.5972339825007056
MSFT,XLK-MSFT,direct_log_price,no_cost_midpoint,0.09890189312907406,1.0,0.5,test,102.43212237957877,0.0,102.43212237957877,99,0.6372615593555158
MSFT,XLK-MSFT,direct_log_price,quarter_spread_cost,0.09890189312907406,1.0,0.5,train,1242.7401783220394,790.4669487364187,452.27322958562064,428,0.6801188377779042
MSFT,XLK-MSFT,direct_log_price,quarter_spread_cost,0.09890189312907406,1.0,0.5,validation,487.38999129637864,69.05617802396576,418.3338132724129,46,0.5972339825007056
MSFT,XLK-MSFT,direct_log_price,quarter_spread_cost,0.09890189312907406,1.0,0.5,test,102.43212237957877,113.30287232059894,-10.870749941020163,99,0.6372615593555158
MSFT,XLK-MSFT,direct_log_price,half_spread_taker_cost,0.09890189312907406,1.0,0.5,train,1242.7401783220394,1580.9338974728373,-338.19371915079813,428,0.6801188377779042
MSFT,XLK-MSFT,direct_log_price,half_spread_taker_cost,0.09890189312907406,1.0,0.5,validation,487.38999129637864,138.1123560479315,349.27763524844715,46,0.5972339825007056
MSFT,XLK-MSFT,direct_log_price,half_spread_taker_cost,0.09890189312907406,1.0,0.5,test,102.43212237957877,226.60574464119787,-124.1736222616191,99,0.6372615593555158
MSFT,XLK-MSFT,direct_log_price,clipped_last_trade_proxy,0.09890189312907406,1.0,0.5,train,875.7941427497595,0.0,875.7941427497595,428,0.6801188377779042
MSFT,XLK-MSFT,direct_log_price,clipped_last_trade_proxy,0.09890189312907406,1.0,0.5,validation,471.120628389432,0.0,471.120628389432,46,0.5972339825007056
MSFT,XLK-MSFT,direct_log_price,clipped_last_trade_proxy,0.09890189312907406,1.0,0.5,test,97.11968006767435,0.0,97.11968006767435,99,0.6372615593555158
MSFT,XLK-MSFT,price_regression_residual,no_cost_midpoint,2.665953694326311,1.5,0.5,train,11886.942523331614,0.0,11886.942523331614,414,0.544663672030477
MSFT,XLK-MSFT,price_regression_residual,no_cost_midpoint,2.665953694326311,1.5,0.5,validation,1238.6288822342806,0.0,1238.6288822342806,22,0.3866779565340107
MSFT,XLK-MSFT,price_regression_residual,no_cost_midpoint,2.665953694326311,1.5,0.5,test,434.276262476514,0.0,434.276262476514,75,0.6009012902030989
MSFT,XLK-MSFT,price_regression_residual,quarter_spread_cost,2.665953694326311,1.5,0.5,train,11886.942523331614,9045.678104675259,2841.2644186563552,414,0.544663672030477
MSFT,XLK-MSFT,price_regression_residual,quarter_spread_cost,2.665953694326311,1.5,0.5,validation,1238.6288822342806,452.81994563448484,785.8089365997959,22,0.3866779565340107
MSFT,XLK-MSFT,price_regression_residual,quarter_spread_cost,2.665953694326311,1.5,0.5,test,434.276262476514,1193.8589304309344,-759.5826679544207,75,0.6009012902030989
MSFT,XLK-MSFT,price_regression_residual,half_spread_taker_cost,2.665953694326311,1.5,0.5,train,11886.942523331614,18091.356209350517,-6204.413686018904,414,0.544663672030477
