stock,spread_type,beta,policy,wait_min,latency_min,entry_z,exit_z,min_edge_bps,val_trades,val_gross_bps,val_cost_bps,val_net_bps,test_trades,test_gross_bps,test_cost_bps,test_net_bps,test_avg_net_per_trade_bps
AAPL,cum_residual_return,0.12690653778507266,taker,1,0,2.0,0.5,0.0,5,-68.26168767774418,42.620876644322536,-110.88256432206671,25,-255.34902140317882,231.74079135014057,-487.0898127533194,-19.483592510132777
AAPL,cum_residual_return,0.12690653778507266,taker,1,0,2.0,0.5,25.0,5,-68.26168767774418,42.620876644322536,-110.88256432206671,25,-255.34902140317882,231.74079135014057,-487.0898127533194,-19.483592510132777
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.0,0.0,0.0,14,-31.55814394043584,199.07843593441441,-230.63657987485027,44,-1062.9822513269498,389.20297595765396,-1452.1852272846038,-33.00420971101372
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.0,0.0,25.0,14,-31.55814394043584,199.07843593441441,-230.63657987485027,44,-1062.9822513269498,389.20297595765396,-1452.1852272846038,-33.00420971101372
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.0,0.5,0.0,16,25.712626233966347,213.22865634706406,-187.5160301130977,54,-512.8401700124247,409.1698899863658,-922.0100599987904,-17.07426037034797
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.0,0.5,25.0,16,25.712626233966347,213.22865634706406,-187.5160301130977,54,-512.8401700124247,409.1698899863658,-922.0100599987904,-17.07426037034797
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.5,0.0,0.0,11,-118.22849636533853,134.31450025942524,-252.54299662476376,35,-530.7672443274672,295.7700374221822,-826.5372817496494,-23.61535090713284
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.5,0.0,25.0,11,-118.22849636533853,134.31450025942524,-252.54299662476376,35,-530.7672443274672,295.7700374221822,-826.5372817496494,-23.61535090713284
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.5,0.5,0.0,11,-59.66289340288802,122.64268434708868,-182.3055777499767,35,-428.6075433161907,297.32810379209775,-725.9356471082884,-20.74101848880824
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,1.5,0.5,25.0,11,-59.66289340288802,122.64268434708868,-182.3055777499767,35,-428.6075433161907,297.32810379209775,-725.9356471082884,-20.74101848880824
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,2.0,0.0,0.0,3,-134.0845981765171,39.607676679090616,-173.6922748556077,24,-399.39272028091443,189.17545924413673,-588.5681795250512,-24.52367414687713
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,2.0,0.0,25.0,3,-134.0845981765171,39.607676679090616,-173.6922748556077,24,-399.39272028091443,189.17545924413673,-588.5681795250512,-24.52367414687713
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,2.0,0.5,0.0,3,-134.0845981765171,39.607676679090616,-173.6922748556077,24,-341.7994032174515,189.0153648673604,-530.8147680848119,-22.11728200353383
AAPL,cum_residual_return,0.12690653778507266,maker_skip,1,0,2.0,0.5,25.0,3,-134.0845981765171,39.607676679090616,-173.6922748556077,24,-341.7994032174515,189.0153648673604,-530.8147680848119,-22.11728200353383
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.0,0.0,0.0,16,124.94074810584044,185.2630807763747,-60.32233267053425,46,-1065.050231811785,454.89792496909376,-1519.9481567808787,-33.042351234366926
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.0,0.0,25.0,16,124.94074810584044,185.2630807763747,-60.32233267053425,46,-1065.050231811785,454.89792496909376,-1519.9481567808787,-33.042351234366926
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.0,0.5,0.0,18,72.21026215884689,122.63958188846999,-50.4293197296231,58,-482.33230846463306,481.867737219306,-964.200045683939,-16.624138718688606
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.0,0.5,25.0,18,72.21026215884689,122.63958188846999,-50.4293197296231,58,-482.33230846463306,481.867737219306,-964.200045683939,-16.624138718688606
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.5,0.0,0.0,11,-118.77789751923366,75.0623566345197,-193.84025415375336,36,-753.1667386542725,268.8975773610249,-1022.0643160152974,-28.390675444869373
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.5,0.0,25.0,11,-118.77789751923366,75.0623566345197,-193.84025415375336,36,-753.1667386542725,268.8975773610249,-1022.0643160152974,-28.390675444869373
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.5,0.5,0.0,12,24.3141316932386,72.96879870107117,-48.65466700783256,37,-572.6816324050193,266.693793086356,-839.3754254913753,-22.68582231057771
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,1.5,0.5,25.0,12,24.3141316932386,72.96879870107117,-48.65466700783256,37,-572.6816324050193,266.693793086356,-839.3754254913753,-22.68582231057771
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,2.0,0.0,0.0,4,-84.15456537190832,76.03302303857143,-160.18758841047975,24,-456.8770064360277,212.5006647473067,-669.3776711833344,-27.8907362993056
AAPL,cum_residual_return,0.12690653778507266,maker_skip,2,0,2.0,0.0,25.0,4,-84.15456537190832,76.03302303857143,-160.18758841047975,24,-456.8770064360277,212.5006647473067,-669.3776711833344,-27.8907362993056
