stock,spread_type,beta,policy,wait_min,latency_min,entry_z,exit_z,min_edge_bps,val_trades,val_gross_bps,val_cost_bps,val_net_bps,test_trades,test_gross_bps,test_cost_bps,test_net_bps,test_avg_net_per_trade_bps
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,1.0,0.0,25.0,20,153.1649659066892,197.80867914847204,-44.64371324178284,52,283.4987871628236,597.3840006416824,-313.8852134788588,-6.036254105362669
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,1.0,0.5,0.0,23,160.23632367052693,190.31885096207137,-30.082527291544427,63,145.3061585425817,757.4003411671524,-612.0941826245707,-9.715780676580488
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,1.0,0.5,25.0,23,160.23632367052693,190.31885096207137,-30.082527291544427,63,145.3061585425817,757.4003411671524,-612.0941826245707,-9.715780676580488
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,1.5,0.0,0.0,15,212.12508951134967,147.33426863703608,64.7908208743136,34,-70.27649881545044,365.3712543898592,-435.64775320530964,-12.813169211920872
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,1.5,0.0,25.0,15,212.12508951134967,147.33426863703608,64.7908208743136,34,-70.27649881545044,365.3712543898592,-435.64775320530964,-12.813169211920872
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,1.5,0.5,0.0,16,220.98778634776525,130.945374684302,90.04241166346323,38,-118.69668817867803,458.58966717340394,-577.286355352082,-15.191746193475842
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,1.5,0.5,25.0,16,220.98778634776525,130.945374684302,90.04241166346323,38,-118.69668817867803,458.58966717340394,-577.286355352082,-15.191746193475842
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,2.0,0.0,0.0,7,234.04270734478422,84.2390830354397,149.8036243093445,22,-231.98151153958662,223.04541327732375,-455.02692481691037,-20.68304203713229
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,2.0,0.0,25.0,7,234.04270734478422,84.2390830354397,149.8036243093445,22,-231.98151153958662,223.04541327732375,-455.02692481691037,-20.68304203713229
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,2.0,0.5,0.0,7,272.7086709577767,77.06629499646215,195.64237596131454,22,-322.5241064117793,232.88820131309473,-555.412307724874,-25.246013987494276
NVDA,cum_residual_return,0.324590888557781,maker_remainder,1,0,2.0,0.5,25.0,7,272.7086709577767,77.06629499646215,195.64237596131454,22,-322.5241064117793,232.88820131309473,-555.412307724874,-25.246013987494276
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.0,0.0,0.0,20,116.51608229568049,266.7001337121426,-150.18405141646213,53,324.32815503400093,752.0808915873774,-427.75273655337656,-8.070806350063709
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.0,0.0,25.0,20,116.51608229568049,266.7001337121426,-150.18405141646213,53,324.32815503400093,752.0808915873774,-427.75273655337656,-8.070806350063709
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.0,0.5,0.0,23,127.23332149797454,249.90643513492995,-122.67311363695539,63,348.40498510330315,908.3461095852686,-559.9411244819654,-8.887954356856593
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.0,0.5,25.0,23,127.23332149797454,249.90643513492995,-122.67311363695539,63,348.40498510330315,908.3461095852686,-559.9411244819654,-8.887954356856593
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.5,0.0,0.0,15,184.98322826147864,152.421014409171,32.562213852307636,35,-95.22106206104077,379.54496430902833,-474.7660263700691,-13.564743610573402
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.5,0.0,25.0,15,184.98322826147864,152.421014409171,32.562213852307636,35,-95.22106206104077,379.54496430902833,-474.7660263700691,-13.564743610573402
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.5,0.5,0.0,16,193.67301927014393,136.0900484585769,57.58297081156704,39,-11.100209566611195,470.5657422443298,-481.66595181094095,-12.350409020793357
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,1.5,0.5,25.0,16,193.67301927014393,136.0900484585769,57.58297081156704,39,-11.100209566611195,470.5657422443298,-481.66595181094095,-12.350409020793357
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,2.0,0.0,0.0,7,254.98273435099654,118.27135032116351,136.71138402983303,22,-37.3925116103298,393.30737678469444,-430.69988839502423,-19.577267654319282
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,2.0,0.0,25.0,7,254.98273435099654,118.27135032116351,136.71138402983303,22,-37.3925116103298,393.30737678469444,-430.69988839502423,-19.577267654319282
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,2.0,0.5,0.0,7,293.69191859527245,111.07527207244596,182.6166465228265,22,-128.14993478188504,403.122815159378,-531.272749941263,-24.1487613609665
NVDA,cum_residual_return,0.324590888557781,maker_remainder,2,0,2.0,0.5,25.0,7,293.69191859527245,111.07527207244596,182.6166465228265,22,-128.14993478188504,403.122815159378,-531.272749941263,-24.1487613609665
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.0,0.0,0.0,18,530.7200497682655,187.12371448098355,343.596335287282,40,-225.9929466558057,309.6751647227935,-535.6681113785992,-13.391702784464979
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.0,0.0,25.0,18,530.7200497682655,187.12371448098355,343.596335287282,40,-225.9929466558057,309.6751647227935,-535.6681113785992,-13.391702784464979
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.0,0.5,0.0,21,640.8684161409058,189.50834281909,451.3600733218158,46,-212.5558318708457,351.30184395205697,-563.8576758229027,-12.25777556136745
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.0,0.5,25.0,21,640.8684161409058,189.50834281909,451.3600733218158,46,-212.5558318708457,351.30184395205697,-563.8576758229027,-12.25777556136745
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.5,0.0,0.0,13,199.05696593670297,129.6892648292918,69.36770110741116,29,-114.41939132371212,225.27050388354317,-339.6898952072553,-11.713444662319148
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.5,0.0,25.0,13,199.05696593670297,129.6892648292918,69.36770110741116,29,-114.41939132371212,225.27050388354317,-339.6898952072553,-11.713444662319148
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.5,0.5,0.0,13,337.1066826202259,117.05267121717793,220.05401140304798,30,-119.21164985948737,242.30876132812864,-361.520411187616,-12.050680372920533
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,1.5,0.5,25.0,13,337.1066826202259,117.05267121717793,220.05401140304798,30,-119.21164985948737,242.30876132812864,-361.520411187616,-12.050680372920533
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,2.0,0.0,0.0,7,-213.14290394898967,58.88868254145871,-272.0315864904484,15,-90.89503539402082,117.75755434618793,-208.65258974020875,-13.91017264934725
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,2.0,0.0,25.0,7,-213.14290394898967,58.88868254145871,-272.0315864904484,15,-90.89503539402082,117.75755434618793,-208.65258974020875,-13.91017264934725
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,2.0,0.5,0.0,7,-140.40738741833783,59.3629751965174,-199.77036261485523,15,-129.04704981187317,100.49101120642919,-229.53806101830236,-15.302537401220157
NVDA,price_regression_residual,-0.031444974613152495,taker,1,0,2.0,0.5,25.0,7,-140.40738741833783,59.3629751965174,-199.77036261485523,15,-129.04704981187317,100.49101120642919,-229.53806101830236,-15.302537401220157
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.0,0.0,0.0,15,-37.973594070572815,193.10426810925776,-231.0778621798306,35,-422.3297462306134,570.300243398366,-992.6299896289794,-28.36085684654227
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.0,0.0,25.0,15,-37.973594070572815,193.10426810925776,-231.0778621798306,35,-422.3297462306134,570.300243398366,-992.6299896289794,-28.36085684654227
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.0,0.5,0.0,15,120.67067147898135,180.5311936455743,-59.86052216659294,39,-280.3128725255533,613.1189374579055,-893.4318099834588,-22.908507948293817
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.0,0.5,25.0,15,120.67067147898135,180.5311936455743,-59.86052216659294,39,-280.3128725255533,613.1189374579055,-893.4318099834588,-22.908507948293817
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.5,0.0,0.0,10,-144.5437609966571,88.78556563725448,-233.3293266339116,26,-91.0681259794483,392.9385436853737,-484.006669664822,-18.615641140954693
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.5,0.0,25.0,10,-144.5437609966571,88.78556563725448,-233.3293266339116,26,-91.0681259794483,392.9385436853737,-484.006669664822,-18.615641140954693
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.5,0.5,0.0,10,-102.16262641608569,87.58520431222584,-189.74783072831153,26,-191.84685996618325,425.28665668456676,-617.13351665075,-23.73590448656731
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,1.5,0.5,25.0,10,-102.16262641608569,87.58520431222584,-189.74783072831153,26,-191.84685996618325,425.28665668456676,-617.13351665075,-23.73590448656731
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,2.0,0.0,0.0,6,-147.97399207805842,110.94365694783659,-258.917649025895,14,-43.43397710091578,196.84293736969158,-240.27691447060735,-17.162636747900525
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,2.0,0.0,25.0,6,-147.97399207805842,110.94365694783659,-258.917649025895,14,-43.43397710091578,196.84293736969158,-240.27691447060735,-17.162636747900525
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,2.0,0.5,0.0,6,-75.36271839895353,111.50904130486263,-186.87175970381617,14,-86.75980018798104,195.69904662670348,-282.45884681468453,-20.17563191533461
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,1,0,2.0,0.5,25.0,6,-75.36271839895353,111.50904130486263,-186.87175970381617,14,-86.75980018798104,195.69904662670348,-282.45884681468453,-20.17563191533461
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.0,0.0,0.0,16,66.17419452020795,245.44623834149175,-179.2720438212838,36,-246.8655126119216,540.3435261864133,-787.209038798335,-21.866917744398194
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.0,0.0,25.0,16,66.17419452020795,245.44623834149175,-179.2720438212838,36,-246.8655126119216,540.3435261864133,-787.209038798335,-21.866917744398194
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.0,0.5,0.0,16,197.96975204855488,233.10539464074554,-35.13564259219066,40,-104.63262473763757,580.9097381006031,-685.5423628382407,-17.138559070956017
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.0,0.5,25.0,16,197.96975204855488,233.10539464074554,-35.13564259219066,40,-104.63262473763757,580.9097381006031,-685.5423628382407,-17.138559070956017
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.5,0.0,0.0,10,-154.79207210503154,103.14156852770748,-257.933640632739,26,-50.16137905304355,345.844819339187,-396.00619839223054,-15.231007630470405
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.5,0.0,25.0,10,-154.79207210503154,103.14156852770748,-257.933640632739,26,-50.16137905304355,345.844819339187,-396.00619839223054,-15.231007630470405
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.5,0.5,0.0,10,-112.77271223678417,101.8982793258275,-214.67099156261168,26,-150.97613276935186,378.19597566080284,-529.1721084301547,-20.352773401159798
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,1.5,0.5,25.0,10,-112.77271223678417,101.8982793258275,-214.67099156261168,26,-150.97613276935186,378.19597566080284,-529.1721084301547,-20.352773401159798
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,2.0,0.0,0.0,6,-156.75319844803937,109.0577284700164,-265.81092691805577,14,-15.902445685342514,194.5615637932841,-210.46400947862662,-15.033143534187616
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,2.0,0.0,25.0,6,-156.75319844803937,109.0577284700164,-265.81092691805577,14,-15.902445685342514,194.5615637932841,-210.46400947862662,-15.033143534187616
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,2.0,0.5,0.0,6,-84.31537530932813,109.52886905238567,-193.8442443617138,14,-59.228268772407716,193.41767305029606,-252.64594182270378,-18.046138701621697
NVDA,price_regression_residual,-0.031444974613152495,maker_skip,2,0,2.0,0.5,25.0,6,-84.31537530932813,109.52886905238567,-193.8442443617138,14,-59.228268772407716,193.41767305029606,-252.64594182270378,-18.046138701621697
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.0,0.0,0.0,18,352.6566952532388,143.72455307152023,208.93214218171858,40,-303.2145018068378,322.3046899556622,-625.5191917625,-15.637979794062499
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.0,0.0,25.0,18,352.6566952532388,143.72455307152023,208.93214218171858,40,-303.2145018068378,322.3046899556622,-625.5191917625,-15.637979794062499
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.0,0.5,0.0,21,444.6197718992437,152.4202897807288,292.1994821185149,46,-310.5509547499,354.3987289275162,-664.9496836774161,-14.455427906030787
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.0,0.5,25.0,21,444.6197718992437,152.4202897807288,292.1994821185149,46,-310.5509547499,354.3987289275162,-664.9496836774161,-14.455427906030787
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.5,0.0,0.0,13,103.61476596940912,141.19519485019845,-37.58042888078933,29,-192.9924921380105,183.39685301122984,-376.38934514924034,-12.978942936180701
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.5,0.0,25.0,13,103.61476596940912,141.19519485019845,-37.58042888078933,29,-192.9924921380105,183.39685301122984,-376.38934514924034,-12.978942936180701
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.5,0.5,0.0,13,241.333565784581,128.61364429244824,112.71992149213276,30,-208.28746418955876,209.12630742549294,-417.4137716150517,-13.91379238716839
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,1.5,0.5,25.0,13,241.333565784581,128.61364429244824,112.71992149213276,30,-208.28746418955876,209.12630742549294,-417.4137716150517,-13.91379238716839
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,2.0,0.0,0.0,7,-244.075054617392,102.76779635916958,-346.8428509765616,15,-119.64615810849531,121.98133585290444,-241.62749396139975,-16.10849959742665
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,2.0,0.0,25.0,7,-244.075054617392,102.76779635916958,-346.8428509765616,15,-119.64615810849531,121.98133585290444,-241.62749396139975,-16.10849959742665
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,2.0,0.5,0.0,7,-171.6394149593472,103.31441116987125,-274.95382612921844,15,-157.96124809500267,104.73472217160102,-262.6959702666037,-17.513064684440245
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,1,0,2.0,0.5,25.0,7,-171.6394149593472,103.31441116987125,-274.95382612921844,15,-157.96124809500267,104.73472217160102,-262.6959702666037,-17.513064684440245
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.0,0.0,0.0,18,286.0389417550713,151.3988541237436,134.64008763132767,40,-53.586574301022665,399.41000691632894,-452.9965812173516,-11.32491453043379
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.0,0.0,25.0,18,286.0389417550713,151.3988541237436,134.64008763132767,40,-53.586574301022665,399.41000691632894,-452.9965812173516,-11.32491453043379
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.0,0.5,0.0,21,386.6792695915341,159.71879947176222,226.96047011977186,46,-62.6476171012153,420.59277278713375,-483.24038988834906,-10.505225867138023
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.0,0.5,25.0,21,386.6792695915341,159.71879947176222,226.96047011977186,46,-62.6476171012153,420.59277278713375,-483.24038988834906,-10.505225867138023
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.5,0.0,0.0,13,60.39597232392781,118.5430753887252,-58.14710306479739,29,-124.81583920697764,202.99125419940432,-327.80709340638197,-11.303692876082136
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.5,0.0,25.0,13,60.39597232392781,118.5430753887252,-58.14710306479739,29,-124.81583920697764,202.99125419940432,-327.80709340638197,-11.303692876082136
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.5,0.5,0.0,13,198.47154181713898,105.95736945889664,92.51417235824235,30,-138.0598890531551,220.143741914203,-358.2036309673581,-11.940121032245269
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,1.5,0.5,25.0,13,198.47154181713898,105.95736945889664,92.51417235824235,30,-138.0598890531551,220.143741914203,-358.2036309673581,-11.940121032245269
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,2.0,0.0,0.0,7,-181.5716372952061,143.39024800015588,-324.961885295362,15,-47.84953353750245,150.13588434979937,-197.98541788730182,-13.199027859153455
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,2.0,0.0,25.0,7,-181.5716372952061,143.39024800015588,-324.961885295362,15,-47.84953353750245,150.13588434979937,-197.98541788730182,-13.199027859153455
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,2.0,0.5,0.0,7,-108.9603636161012,143.98948496989092,-252.94984858599213,15,-86.17731492719469,133.0099816425166,-219.1872965697113,-14.612486437980753
NVDA,price_regression_residual,-0.031444974613152495,maker_remainder,2,0,2.0,0.5,25.0,7,-108.9603636161012,143.98948496989092,-252.94984858599213,15,-86.17731492719469,133.0099816425166,-219.1872965697113,-14.612486437980753
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.0,0.0,0.0,17,-236.53444898084337,260.3584559935611,-496.8929049744045,55,1437.951290433585,1464.2231166595716,-26.27182622598656,-0.47766956774521013
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.0,0.0,25.0,17,-236.53444898084337,260.3584559935611,-496.8929049744045,55,1437.951290433585,1464.2231166595716,-26.27182622598656,-0.47766956774521013
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.0,0.5,0.0,17,-193.68051947731374,291.9374124820627,-485.61793195937645,78,1829.2933187767076,2147.5041589310977,-318.2108401543901,-4.0796261558255145
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.0,0.5,25.0,17,-193.68051947731374,291.9374124820627,-485.61793195937645,78,1829.2933187767076,2147.5041589310977,-318.2108401543901,-4.0796261558255145
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.5,0.0,0.0,13,151.47219676946366,155.77891163610036,-4.306714866636696,38,1034.08535270566,784.5098546067567,249.5754980989033,6.567776265760613
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.5,0.0,25.0,13,151.47219676946366,155.77891163610036,-4.306714866636696,38,1034.08535270566,784.5098546067567,249.5754980989033,6.567776265760613
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.5,0.5,0.0,13,113.86275660192354,163.298887090933,-49.43613048900946,39,693.715261670238,761.883518628653,-68.16825695841496,-1.7479040245747426
NVDA,direct_log_price,1.0609459312360863,taker,1,0,1.5,0.5,25.0,13,113.86275660192354,163.298887090933,-49.43613048900946,39,693.715261670238,761.883518628653,-68.16825695841496,-1.7479040245747426
NVDA,direct_log_price,1.0609459312360863,taker,1,0,2.0,0.0,0.0,7,212.26352389568098,133.49831420911968,78.76520968656129,26,686.9979007540103,449.7879774093192,237.2099233446911,9.123458590180427
NVDA,direct_log_price,1.0609459312360863,taker,1,0,2.0,0.0,25.0,7,212.26352389568098,133.49831420911968,78.76520968656129,26,686.9979007540103,449.7879774093192,237.2099233446911,9.123458590180427
NVDA,direct_log_price,1.0609459312360863,taker,1,0,2.0,0.5,0.0,7,156.97946690242185,133.381469257313,23.597997645108848,27,613.7229270428306,561.6812045149795,52.041722527851164,1.9274712047352283
NVDA,direct_log_price,1.0609459312360863,taker,1,0,2.0,0.5,25.0,7,156.97946690242185,133.381469257313,23.597997645108848,27,613.7229270428306,561.6812045149795,52.041722527851164,1.9274712047352283
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.0,0.0,0.0,17,99.45600349639307,309.40606663355067,-209.9500631371576,37,413.2867435029008,721.0066312418718,-307.719887738971,-8.316753722674893
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.0,0.0,25.0,17,99.45600349639307,309.40606663355067,-209.9500631371576,37,413.2867435029008,721.0066312418718,-307.719887738971,-8.316753722674893
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.0,0.5,0.0,17,144.20960147396084,340.36085514625506,-196.1512536722942,38,128.6611388888365,581.9392173238693,-453.2780784350328,-11.928370485132442
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.0,0.5,25.0,17,144.20960147396084,340.36085514625506,-196.1512536722942,38,128.6611388888365,581.9392173238693,-453.2780784350328,-11.928370485132442
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.5,0.0,0.0,13,374.3759416596849,182.79110104752587,191.584840612159,28,144.14670177607093,389.9321401383116,-245.78543836224065,-8.778051370080023
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.5,0.0,25.0,13,374.3759416596849,182.79110104752587,191.584840612159,28,144.14670177607093,389.9321401383116,-245.78543836224065,-8.778051370080023
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.5,0.5,0.0,13,336.3592637875716,190.31214013414544,146.04712365342615,28,62.98065260027498,400.460772847842,-337.480120247567,-12.052861437413108
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,1.5,0.5,25.0,13,336.3592637875716,190.31214013414544,146.04712365342615,28,62.98065260027498,400.460772847842,-337.480120247567,-12.052861437413108
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,2.0,0.0,0.0,5,111.19753303697891,80.48566106812373,30.711871968855178,15,-203.53262687428204,182.93967777403518,-386.4723046483172,-25.764820309887813
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,2.0,0.0,25.0,5,111.19753303697891,80.48566106812373,30.711871968855178,15,-203.53262687428204,182.93967777403518,-386.4723046483172,-25.764820309887813
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,2.0,0.5,0.0,5,111.19753303697891,80.48566106812373,30.711871968855178,15,-162.47704661864475,196.5333268496542,-359.01037346829895,-23.934024897886598
NVDA,direct_log_price,1.0609459312360863,maker_skip,1,0,2.0,0.5,25.0,5,111.19753303697891,80.48566106812373,30.711871968855178,15,-162.47704661864475,196.5333268496542,-359.01037346829895,-23.934024897886598
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.0,0.0,0.0,17,80.50154347165338,348.8894678425245,-268.38792437087113,40,733.4734062404909,732.3009687957397,1.1724374447513242,0.029310936118783104
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.0,0.0,25.0,17,80.50154347165338,348.8894678425245,-268.38792437087113,40,733.4734062404909,732.3009687957397,1.1724374447513242,0.029310936118783104
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.0,0.5,0.0,17,124.86038849611171,380.27360407524054,-255.4132155791288,41,295.0701350277201,620.9752342763724,-325.9050992486523,-7.948904859723227
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.0,0.5,25.0,17,124.86038849611171,380.27360407524054,-255.4132155791288,41,295.0701350277201,620.9752342763724,-325.9050992486523,-7.948904859723227
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.5,0.0,0.0,13,323.63682316302294,95.11872986338201,228.51809329964092,30,470.4954646642367,385.05516008261793,85.44030458161876,2.8480101527206254
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.5,0.0,25.0,13,323.63682316302294,95.11872986338201,228.51809329964092,30,470.4954646642367,385.05516008261793,85.44030458161876,2.8480101527206254
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.5,0.5,0.0,13,286.7499669312435,103.10774603919711,183.64222089204637,30,328.6457016907067,374.1307137260478,-45.48501203534113,-1.5161670678447043
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,1.5,0.5,25.0,13,286.7499669312435,103.10774603919711,183.64222089204637,30,328.6457016907067,374.1307137260478,-45.48501203534113,-1.5161670678447043
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,2.0,0.0,0.0,5,124.42959208590406,45.51548180625697,78.91411027964709,19,236.38594899152417,151.80759918233753,84.57834980918663,4.451492095220349
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,2.0,0.0,25.0,5,124.42959208590406,45.51548180625697,78.91411027964709,19,236.38594899152417,151.80759918233753,84.57834980918663,4.451492095220349
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,2.0,0.5,0.0,5,124.42959208590406,45.51548180625697,78.91411027964709,19,208.64521811614964,169.080849045199,39.56436907095063,2.0823352142605596
NVDA,direct_log_price,1.0609459312360863,maker_skip,2,0,2.0,0.5,25.0,5,124.42959208590406,45.51548180625697,78.91411027964709,19,208.64521811614964,169.080849045199,39.56436907095063,2.0823352142605596
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.0,0.0,0.0,17,-179.19020866680546,468.39366943767016,-647.5838781044756,55,928.8611703180445,1331.552655071778,-402.6914847537334,-7.321663359158789
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.0,0.0,25.0,17,-179.19020866680546,468.39366943767016,-647.5838781044756,55,928.8611703180445,1331.552655071778,-402.6914847537334,-7.321663359158789
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.0,0.5,0.0,17,-137.83610197677604,499.45565776785315,-637.2917597446292,78,948.5863457558501,1688.41890592656,-739.8325601707099,-9.48503282270141
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.0,0.5,25.0,17,-137.83610197677604,499.45565776785315,-637.2917597446292,78,948.5863457558501,1688.41890592656,-739.8325601707099,-9.48503282270141
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.5,0.0,0.0,13,197.26100775960597,312.0372505388643,-114.77624277925837,38,786.7318983344874,838.4586413475557,-51.72674301306836,-1.3612300792912726
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.5,0.0,25.0,13,197.26100775960597,312.0372505388643,-114.77624277925837,38,786.7318983344874,838.4586413475557,-51.72674301306836,-1.3612300792912726
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.5,0.5,0.0,13,159.67787293316852,319.42054278457533,-159.7426698514068,39,448.6545417235816,839.0992709094113,-390.4447291858297,-10.011403312457173
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,1.5,0.5,25.0,13,159.67787293316852,319.42054278457533,-159.7426698514068,39,448.6545417235816,839.0992709094113,-390.4447291858297,-10.011403312457173
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,2.0,0.0,0.0,7,149.84488160354974,93.00139233160763,56.843489271942104,26,482.6690943509588,408.24624019062577,74.42285416033303,2.8624174677051166
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,2.0,0.0,25.0,7,149.84488160354974,93.00139233160763,56.843489271942104,26,482.6690943509588,408.24624019062577,74.42285416033303,2.8624174677051166
NVDA,direct_log_price,1.0609459312360863,maker_remainder,1,0,2.0,0.5,0.0,7,94.83969785273985,92.9766325938557,1.8630652588841485,27,324.35545683204464,504.7751024161213,-180.41964558407665,-6.6822090957065425
