strategy,candidate_set,spread_fraction,participation_rate,execution_horizon_min,markowitz_gamma,active_signals,gross_leverage,largest_weight,train_gross_bps,train_cost_bps,train_net_bps,train_trades,train_max_drawdown_bps,validation_gross_bps,validation_cost_bps,validation_net_bps,validation_trades,validation_max_drawdown_bps,test_gross_bps,test_cost_bps,test_net_bps,test_trades,test_max_drawdown_bps,validation_score
core_liquid_pairs_sf0.50_pr0.001_h1_g0.005,core_liquid_pairs,0.5,0.001,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h15_g0.005,ou_filtered,0.35,0.01,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.001_h1_g0.005,ou_filtered,0.5,0.001,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h15_g0,liquid_validation,0.35,0.01,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h15_g0.1,liquid_validation,0.35,0.01,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h15_g0,ou_filtered,0.35,0.01,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h15_g0.001,ou_filtered,0.35,0.01,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.001_h1_g0.1,ou_filtered,0.5,0.001,1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h15_g0.1,ou_filtered,0.35,0.01,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h15_g0.25,ou_filtered,0.35,0.01,15,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.010_h15_g0,core_liquid_pairs,0.35,0.01,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.001_h1_g0.005,liquid_validation,0.5,0.001,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.001_h1_g0.001,core_liquid_pairs,0.5,0.001,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.001_h1_g0.001,liquid_validation,0.5,0.001,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.001_h1_g0,liquid_validation,0.5,0.001,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.001_h1_g0.1,core_liquid_pairs,0.5,0.001,1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.010_h15_g0.05,core_liquid_pairs,0.35,0.01,15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.001_h1_g0.001,ou_filtered,0.5,0.001,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.010_h15_g0.005,ou_filtered,0.5,0.01,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h5_g0.01,ou_filtered,0.35,0.01,5,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h15_g0.05,ou_filtered,0.35,0.005,15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h15_g0.001,ou_filtered,0.35,0.005,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h15_g0,ou_filtered,0.35,0.005,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h15_g0.1,liquid_validation,0.35,0.005,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h15_g0.01,liquid_validation,0.35,0.005,15,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h15_g0.005,liquid_validation,0.35,0.005,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h15_g0.001,liquid_validation,0.35,0.005,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h15_g0,liquid_validation,0.35,0.005,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h5_g0.25,core_liquid_pairs,0.35,0.005,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h5_g0.05,core_liquid_pairs,0.35,0.005,5,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h5_g0.01,core_liquid_pairs,0.35,0.005,5,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h5_g0.001,core_liquid_pairs,0.35,0.005,5,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h5_g0,core_liquid_pairs,0.35,0.005,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h5_g0.25,ou_filtered,0.35,0.005,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h5_g0.1,ou_filtered,0.35,0.005,5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h5_g0.005,ou_filtered,0.35,0.005,5,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h5_g0.001,ou_filtered,0.35,0.005,5,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h5_g0,ou_filtered,0.35,0.005,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h5_g0.25,liquid_validation,0.35,0.005,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.005_h5_g0.1,liquid_validation,0.35,0.005,5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.005_h15_g0.005,ou_filtered,0.35,0.005,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h15_g0.001,core_liquid_pairs,0.35,0.005,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h5_g0,ou_filtered,0.35,0.01,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h15_g0.005,core_liquid_pairs,0.35,0.005,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h5_g0.05,liquid_validation,0.35,0.01,5,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h5_g0.001,liquid_validation,0.35,0.01,5,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h5_g0,liquid_validation,0.35,0.01,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.010_h1_g0.1,core_liquid_pairs,0.35,0.01,1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.010_h1_g0.01,core_liquid_pairs,0.35,0.01,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.010_h1_g0.005,core_liquid_pairs,0.35,0.01,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.010_h1_g0.001,core_liquid_pairs,0.35,0.01,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h1_g0.25,ou_filtered,0.35,0.01,1,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.001_h5_g0.05,liquid_validation,0.5,0.001,5,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h1_g0,ou_filtered,0.35,0.01,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h1_g0.25,liquid_validation,0.35,0.01,1,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h1_g0.1,liquid_validation,0.35,0.01,1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h1_g0.05,liquid_validation,0.35,0.01,1,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h1_g0.01,liquid_validation,0.35,0.01,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h1_g0.001,liquid_validation,0.35,0.01,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.35_pr0.010_h1_g0,liquid_validation,0.35,0.01,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h15_g0.25,core_liquid_pairs,0.35,0.005,15,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h15_g0.05,core_liquid_pairs,0.35,0.005,15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.35_pr0.005_h15_g0.01,core_liquid_pairs,0.35,0.005,15,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.35_pr0.010_h1_g0.005,ou_filtered,0.35,0.01,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.001_h15_g0.005,core_liquid_pairs,0.5,0.001,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.001_h5_g0.25,liquid_validation,0.5,0.001,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h1_g0.01,core_liquid_pairs,0.5,0.01,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h1_g0,core_liquid_pairs,0.5,0.01,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.010_h1_g0.1,ou_filtered,0.5,0.01,1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.010_h1_g0.05,ou_filtered,0.5,0.01,1,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.010_h1_g0,ou_filtered,0.5,0.01,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h1_g0.25,liquid_validation,0.5,0.01,1,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h1_g0.05,liquid_validation,0.5,0.01,1,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h1_g0.005,liquid_validation,0.5,0.01,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h1_g0.001,liquid_validation,0.5,0.01,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h1_g0,liquid_validation,0.5,0.01,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.005_h15_g0.1,core_liquid_pairs,0.5,0.005,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.005_h15_g0,core_liquid_pairs,0.5,0.005,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.005_h15_g0.25,ou_filtered,0.5,0.005,15,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.005_h15_g0.01,ou_filtered,0.5,0.005,15,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.005_h15_g0.005,ou_filtered,0.5,0.005,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.005_h15_g0.001,ou_filtered,0.5,0.005,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.005_h15_g0.1,liquid_validation,0.5,0.005,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.005_h15_g0,liquid_validation,0.5,0.005,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.005_h5_g0.25,core_liquid_pairs,0.5,0.005,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.005_h5_g0.1,core_liquid_pairs,0.5,0.005,5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h1_g0.005,core_liquid_pairs,0.5,0.01,1,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h1_g0.05,core_liquid_pairs,0.5,0.01,1,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.005_h5_g0.1,ou_filtered,0.5,0.005,5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h1_g0.1,core_liquid_pairs,0.5,0.01,1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h15_g0.25,liquid_validation,0.5,0.01,15,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h15_g0.1,liquid_validation,0.5,0.01,15,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h15_g0.05,liquid_validation,0.5,0.01,15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h15_g0.001,liquid_validation,0.5,0.01,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h15_g0,liquid_validation,0.5,0.01,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h5_g0.25,core_liquid_pairs,0.5,0.01,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h5_g0.05,core_liquid_pairs,0.5,0.01,5,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h5_g0,core_liquid_pairs,0.5,0.01,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.010_h5_g0,ou_filtered,0.5,0.01,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h5_g0.25,liquid_validation,0.5,0.01,5,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h5_g0.1,liquid_validation,0.5,0.01,5,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liquid_validation_sf0.50_pr0.010_h5_g0.01,liquid_validation,0.5,0.01,5,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h1_g0.25,core_liquid_pairs,0.5,0.01,1,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.010_h15_g0.05,ou_filtered,0.5,0.01,15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.010_h15_g0.25,ou_filtered,0.5,0.01,15,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h15_g0,core_liquid_pairs,0.5,0.01,15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h15_g0.001,core_liquid_pairs,0.5,0.01,15,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h15_g0.005,core_liquid_pairs,0.5,0.01,15,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.010_h15_g0.01,core_liquid_pairs,0.5,0.01,15,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_liquid_pairs_sf0.50_pr0.005_h5_g0.05,core_liquid_pairs,0.5,0.005,5,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou_filtered_sf0.50_pr0.005_h5_g0.05,ou_filtered,0.5,0.005,5,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
